holc_grade,id,N_samples,City,City_state
C,MO_Greater Kansas City_C44_C_4945,53,Greater Kansas City,"Greater Kansas City, MO"
C,MO_Greater Kansas City_C45_C_4946,648,Greater Kansas City,"Greater Kansas City, MO"
C,MO_Greater Kansas City_C46_C_4947,1,Greater Kansas City,"Greater Kansas City, MO"
C,MO_Greater Kansas City_C47_C_4948,1455,Greater Kansas City,"Greater Kansas City, MO"
C,MO_Greater Kansas City_C6_C_4950,1,Greater Kansas City,"Greater Kansas City, MO"
C,MO_Greater Kansas City_C7_C_4951,4,Greater Kansas City,"Greater Kansas City, MO"
C,MO_Greater Kansas City_C9_C_4953,16,Greater Kansas City,"Greater Kansas City, MO"
D,MO_Greater Kansas City_D1_D_4954,11,Greater Kansas City,"Greater Kansas City, MO"
D,MO_Greater Kansas City_D10_D_4955,1,Greater Kansas City,"Greater Kansas City, MO"
D,MO_Greater Kansas City_D12_D_4957,124,Greater Kansas City,"Greater Kansas City, MO"
D,MO_Greater Kansas City_D13_D_4958,47,Greater Kansas City,"Greater Kansas City, MO"
D,MO_Greater Kansas City_D14_D_4959,595,Greater Kansas City,"Greater Kansas City, MO"
D,MO_Greater Kansas City_D15_D_4960,76,Greater Kansas City,"Greater Kansas City, MO"
D,MO_Greater Kansas City_D16_D_4961,9,Greater Kansas City,"Greater Kansas City, MO"
D,MO_Greater Kansas City_D17_D_4962,27,Greater Kansas City,"Greater Kansas City, MO"
D,MO_Greater Kansas City_D17_D_4963,1,Greater Kansas City,"Greater Kansas City, MO"
D,MO_Greater Kansas City_D19_D_4965,23,Greater Kansas City,"Greater Kansas City, MO"
D,MO_Greater Kansas City_D2_D_4966,106,Greater Kansas City,"Greater Kansas City, MO"
D,MO_Greater Kansas City_D20_D_4967,202,Greater Kansas City,"Greater Kansas City, MO"
D,MO_Greater Kansas City_D21_D_4968,12,Greater Kansas City,"Greater Kansas City, MO"
D,MO_Greater Kansas City_D22_D_4969,280,Greater Kansas City,"Greater Kansas City, MO"
D,MO_Greater Kansas City_D23_D_4970,371,Greater Kansas City,"Greater Kansas City, MO"
D,MO_Greater Kansas City_D24_D_4971,65,Greater Kansas City,"Greater Kansas City, MO"
D,MO_Greater Kansas City_D25_D_4972,68,Greater Kansas City,"Greater Kansas City, MO"
D,MO_Greater Kansas City_D26_D_4973,5,Greater Kansas City,"Greater Kansas City, MO"
D,MO_Greater Kansas City_D28_D_4975,85,Greater Kansas City,"Greater Kansas City, MO"
D,MO_Greater Kansas City_D28_D_4976,22,Greater Kansas City,"Greater Kansas City, MO"
D,MO_Greater Kansas City_D29_D_4977,22,Greater Kansas City,"Greater Kansas City, MO"
D,MO_Greater Kansas City_D3_D_4978,22,Greater Kansas City,"Greater Kansas City, MO"
D,MO_Greater Kansas City_D30_D_4979,36,Greater Kansas City,"Greater Kansas City, MO"
D,MO_Greater Kansas City_D32_D_4981,9,Greater Kansas City,"Greater Kansas City, MO"
D,MO_Greater Kansas City_D33_D_4982,18,Greater Kansas City,"Greater Kansas City, MO"
D,MO_Greater Kansas City_D34_D_4983,92,Greater Kansas City,"Greater Kansas City, MO"
D,MO_Greater Kansas City_D35_D_4984,25,Greater Kansas City,"Greater Kansas City, MO"
D,MO_Greater Kansas City_D36_D_4985,15,Greater Kansas City,"Greater Kansas City, MO"
D,MO_Greater Kansas City_D38_D_4987,200,Greater Kansas City,"Greater Kansas City, MO"
D,MO_Greater Kansas City_D39_D_4988,291,Greater Kansas City,"Greater Kansas City, MO"
D,MO_Greater Kansas City_D40_D_4990,1527,Greater Kansas City,"Greater Kansas City, MO"
D,MO_Greater Kansas City_D5_D_4991,1,Greater Kansas City,"Greater Kansas City, MO"
D,MO_Greater Kansas City_D6_D_4992,62,Greater Kansas City,"Greater Kansas City, MO"
D,MO_Greater Kansas City_D7_D_4993,24,Greater Kansas City,"Greater Kansas City, MO"
D,MO_Greater Kansas City_D8_D_4994,17,Greater Kansas City,"Greater Kansas City, MO"
A,MO_Springfield_A1_A_4996,2153,Springfield,"Springfield, MO"
A,MO_Springfield_A2_A_4997,6,Springfield,"Springfield, MO"
B,MO_Springfield_B1_B_4998,30,Springfield,"Springfield, MO"
B,MO_Springfield_B2_B_4999,654,Springfield,"Springfield, MO"
B,MO_Springfield_B3_B_5000,50,Springfield,"Springfield, MO"
C,MO_Springfield_C1_C_5001,24,Springfield,"Springfield, MO"
C,MO_Springfield_C2_C_5003,571,Springfield,"Springfield, MO"
C,MO_Springfield_C3_C_5004,76,Springfield,"Springfield, MO"
C,MO_Springfield_C4_C_5005,17,Springfield,"Springfield, MO"
C,MO_Springfield_C6_C_5007,1904,Springfield,"Springfield, MO"
C,MO_Springfield_C8_C_5009,760,Springfield,"Springfield, MO"
C,MO_Springfield_C9_C_5010,10,Springfield,"Springfield, MO"
D,MO_Springfield_D2_D_5012,1,Springfield,"Springfield, MO"
D,MO_Springfield_D3_D_5014,481,Springfield,"Springfield, MO"
D,MO_Springfield_D4_D_5015,74,Springfield,"Springfield, MO"
D,MO_Springfield_D5_D_5016,805,Springfield,"Springfield, MO"
D,MO_Springfield_D6_D_5017,1561,Springfield,"Springfield, MO"
D,MO_Springfield_D7_D_5018,57,Springfield,"Springfield, MO"
D,MO_Springfield_D8_D_5019,93,Springfield,"Springfield, MO"
A,MO_St. Joseph_A3_A_5022,35,St. Joseph,"St. Joseph, MO"
B,MO_St. Joseph_B1_B_5023,33,St. Joseph,"St. Joseph, MO"
B,MO_St. Joseph_B2_B_5024,155,St. Joseph,"St. Joseph, MO"
B,MO_St. Joseph_B4_B_5027,20,St. Joseph,"St. Joseph, MO"
B,MO_St. Joseph_B6_B_5029,403,St. Joseph,"St. Joseph, MO"
B,MO_St. Joseph_B7_B_5030,2,St. Joseph,"St. Joseph, MO"
C,MO_St. Joseph_C3_C_5034,46,St. Joseph,"St. Joseph, MO"
C,MO_St. Joseph_C5_C_5036,30,St. Joseph,"St. Joseph, MO"
C,MO_St. Joseph_C6_C_5037,1,St. Joseph,"St. Joseph, MO"
C,MO_St. Joseph_C7_C_5038,20,St. Joseph,"St. Joseph, MO"
C,MO_St. Joseph_C8_C_5039,130,St. Joseph,"St. Joseph, MO"
D,MO_St. Joseph_D1_D_5040,23,St. Joseph,"St. Joseph, MO"
D,MO_St. Joseph_D10_D_5041,107,St. Joseph,"St. Joseph, MO"
D,MO_St. Joseph_D11_D_5042,5,St. Joseph,"St. Joseph, MO"
D,MO_St. Joseph_D15_D_5046,208,St. Joseph,"St. Joseph, MO"
D,MO_St. Joseph_D2_D_5047,10,St. Joseph,"St. Joseph, MO"
D,MO_St. Joseph_D3_D_5048,1155,St. Joseph,"St. Joseph, MO"
D,MO_St. Joseph_D4_D_5049,178,St. Joseph,"St. Joseph, MO"
D,MO_St. Joseph_D5_D_5050,408,St. Joseph,"St. Joseph, MO"
D,MO_St. Joseph_D6_D_5051,88,St. Joseph,"St. Joseph, MO"
D,MO_St. Joseph_D7_D_5052,4,St. Joseph,"St. Joseph, MO"
D,MO_St. Joseph_D9_D_5054,32,St. Joseph,"St. Joseph, MO"
A,MO_St. Louis_A1_A_5055,659,St. Louis,"St. Louis, MO"
A,MO_St. Louis_A10_A_5056,3,St. Louis,"St. Louis, MO"
A,MO_St. Louis_A11_A_5057,276,St. Louis,"St. Louis, MO"
A,MO_St. Louis_A12_A_5058,83,St. Louis,"St. Louis, MO"
A,MO_St. Louis_A13_A_5059,1178,St. Louis,"St. Louis, MO"
A,MO_St. Louis_A14_A_5060,581,St. Louis,"St. Louis, MO"
A,MO_St. Louis_A15_A_5061,90,St. Louis,"St. Louis, MO"
A,MO_St. Louis_A16_A_5062,108,St. Louis,"St. Louis, MO"
A,MO_St. Louis_A17_A_5063,14,St. Louis,"St. Louis, MO"
A,MO_St. Louis_A18_A_5064,641,St. Louis,"St. Louis, MO"
A,MO_St. Louis_A19_A_5065,3229,St. Louis,"St. Louis, MO"
A,MO_St. Louis_A2_A_5066,683,St. Louis,"St. Louis, MO"
A,MO_St. Louis_A20_A_5067,18180,St. Louis,"St. Louis, MO"
A,MO_St. Louis_A21_A_5068,497,St. Louis,"St. Louis, MO"
A,MO_St. Louis_A22_A_5069,902,St. Louis,"St. Louis, MO"
A,MO_St. Louis_A23_A_5070,16360,St. Louis,"St. Louis, MO"
A,MO_St. Louis_A24_A_5071,203,St. Louis,"St. Louis, MO"
A,MO_St. Louis_A25_A_5072,805,St. Louis,"St. Louis, MO"
A,MO_St. Louis_A26_A_5073,8412,St. Louis,"St. Louis, MO"
A,MO_St. Louis_A27_A_5074,711,St. Louis,"St. Louis, MO"
A,MO_St. Louis_A28_A_5075,166,St. Louis,"St. Louis, MO"
A,MO_St. Louis_A29_A_5076,3,St. Louis,"St. Louis, MO"
A,MO_St. Louis_A3_A_5077,104,St. Louis,"St. Louis, MO"
A,MO_St. Louis_A30_A_5078,945,St. Louis,"St. Louis, MO"
A,MO_St. Louis_A31_A_5079,120,St. Louis,"St. Louis, MO"
A,MO_St. Louis_A4_A_5080,1821,St. Louis,"St. Louis, MO"
A,MO_St. Louis_A5_A_5081,185,St. Louis,"St. Louis, MO"
A,MO_St. Louis_A6_A_5082,486,St. Louis,"St. Louis, MO"
A,MO_St. Louis_A7_A_5083,137,St. Louis,"St. Louis, MO"
A,MO_St. Louis_A7_A_5084,1,St. Louis,"St. Louis, MO"
A,MO_St. Louis_A9_A_5086,11,St. Louis,"St. Louis, MO"
B,MO_St. Louis_B1_B_5087,1860,St. Louis,"St. Louis, MO"
B,MO_St. Louis_B10_B_5088,161,St. Louis,"St. Louis, MO"
B,MO_St. Louis_B11_B_5089,6,St. Louis,"St. Louis, MO"
B,MO_St. Louis_B11_B_5090,56,St. Louis,"St. Louis, MO"
B,MO_St. Louis_B12_B_5091,32,St. Louis,"St. Louis, MO"
B,MO_St. Louis_B13_B_5092,16,St. Louis,"St. Louis, MO"
B,MO_St. Louis_B14_B_5093,1,St. Louis,"St. Louis, MO"
B,MO_St. Louis_B15_B_5094,11,St. Louis,"St. Louis, MO"
B,MO_St. Louis_B16_B_5095,447,St. Louis,"St. Louis, MO"
B,MO_St. Louis_B17_B_5096,1996,St. Louis,"St. Louis, MO"
B,MO_St. Louis_B18_B_5097,6,St. Louis,"St. Louis, MO"
B,MO_St. Louis_B19_B_5098,901,St. Louis,"St. Louis, MO"
B,MO_St. Louis_B2_B_5099,3213,St. Louis,"St. Louis, MO"
B,MO_St. Louis_B21_B_5101,601,St. Louis,"St. Louis, MO"
B,MO_St. Louis_B22_B_5102,32,St. Louis,"St. Louis, MO"
B,MO_St. Louis_B23_B_5103,2,St. Louis,"St. Louis, MO"
B,MO_St. Louis_B24_B_5104,1749,St. Louis,"St. Louis, MO"
B,MO_St. Louis_B25_B_5105,66,St. Louis,"St. Louis, MO"
B,MO_St. Louis_B26_B_5106,274,St. Louis,"St. Louis, MO"
B,MO_St. Louis_B27_B_5107,4395,St. Louis,"St. Louis, MO"
B,MO_St. Louis_B28_B_5108,65,St. Louis,"St. Louis, MO"
B,MO_St. Louis_B29_B_5109,33,St. Louis,"St. Louis, MO"
B,MO_St. Louis_B3_B_5110,65,St. Louis,"St. Louis, MO"
B,MO_St. Louis_B30_B_5111,18,St. Louis,"St. Louis, MO"
B,MO_St. Louis_B31_B_5112,2,St. Louis,"St. Louis, MO"
B,MO_St. Louis_B31_B_5113,195,St. Louis,"St. Louis, MO"
B,MO_St. Louis_B32_B_5114,1,St. Louis,"St. Louis, MO"
B,MO_St. Louis_B33_B_5115,5,St. Louis,"St. Louis, MO"
B,MO_St. Louis_B35_B_5117,4762,St. Louis,"St. Louis, MO"
B,MO_St. Louis_B36_B_5118,23,St. Louis,"St. Louis, MO"
B,MO_St. Louis_B38_B_5120,6,St. Louis,"St. Louis, MO"
B,MO_St. Louis_B39_B_5121,2,St. Louis,"St. Louis, MO"
B,MO_St. Louis_B4_B_5122,1351,St. Louis,"St. Louis, MO"
B,MO_St. Louis_B40_B_5123,4,St. Louis,"St. Louis, MO"
B,MO_St. Louis_B5_B_5125,1687,St. Louis,"St. Louis, MO"
B,MO_St. Louis_B6_B_5126,1608,St. Louis,"St. Louis, MO"
B,MO_St. Louis_B6_B_5127,192,St. Louis,"St. Louis, MO"
B,MO_St. Louis_B7_B_5128,177,St. Louis,"St. Louis, MO"
B,MO_St. Louis_B8_B_5129,3638,St. Louis,"St. Louis, MO"
B,MO_St. Louis_B9_B_5130,1019,St. Louis,"St. Louis, MO"
C,MO_St. Louis_C1_C_5131,1293,St. Louis,"St. Louis, MO"
C,MO_St. Louis_C10_C_5132,2,St. Louis,"St. Louis, MO"
C,MO_St. Louis_C11_C_5133,28,St. Louis,"St. Louis, MO"
C,MO_St. Louis_C12_C_5134,15,St. Louis,"St. Louis, MO"
C,MO_St. Louis_C13_C_5135,2,St. Louis,"St. Louis, MO"
C,MO_St. Louis_C14_C_5136,47,St. Louis,"St. Louis, MO"
C,MO_St. Louis_C15_C_5138,15,St. Louis,"St. Louis, MO"
C,MO_St. Louis_C16_C_5139,2460,St. Louis,"St. Louis, MO"
C,MO_St. Louis_C16_C_5140,21,St. Louis,"St. Louis, MO"
C,MO_St. Louis_C17_C_5141,15,St. Louis,"St. Louis, MO"
C,MO_St. Louis_C18_C_5142,337,St. Louis,"St. Louis, MO"
C,MO_St. Louis_C19_C_5143,1576,St. Louis,"St. Louis, MO"
C,MO_St. Louis_C2_C_5144,216,St. Louis,"St. Louis, MO"
C,MO_St. Louis_C20_C_5145,623,St. Louis,"St. Louis, MO"
C,MO_St. Louis_C21_C_5147,841,St. Louis,"St. Louis, MO"
C,MO_St. Louis_C22_C_5148,195,St. Louis,"St. Louis, MO"
C,MO_St. Louis_C24_C_5150,349,St. Louis,"St. Louis, MO"
C,MO_St. Louis_C25_C_5151,94,St. Louis,"St. Louis, MO"
C,MO_St. Louis_C26_C_5152,3,St. Louis,"St. Louis, MO"
C,MO_St. Louis_C27_C_5153,4,St. Louis,"St. Louis, MO"
C,MO_St. Louis_C28_C_5154,54,St. Louis,"St. Louis, MO"
C,MO_St. Louis_C3_C_5156,8885,St. Louis,"St. Louis, MO"
C,MO_St. Louis_C30_C_5157,8,St. Louis,"St. Louis, MO"
C,MO_St. Louis_C31_C_5158,102,St. Louis,"St. Louis, MO"
C,MO_St. Louis_C32_C_5159,7,St. Louis,"St. Louis, MO"
C,MO_St. Louis_C35_C_5162,4,St. Louis,"St. Louis, MO"
C,MO_St. Louis_C36_C_5163,14979,St. Louis,"St. Louis, MO"
C,MO_St. Louis_C37_C_5164,71,St. Louis,"St. Louis, MO"
C,MO_St. Louis_C38_C_5165,22,St. Louis,"St. Louis, MO"
C,MO_St. Louis_C39_C_5166,816,St. Louis,"St. Louis, MO"
C,MO_St. Louis_C4_C_5167,224,St. Louis,"St. Louis, MO"
C,MO_St. Louis_C40_C_5168,177,St. Louis,"St. Louis, MO"
C,MO_St. Louis_C5_C_5169,227,St. Louis,"St. Louis, MO"
C,MO_St. Louis_C6_C_5170,766,St. Louis,"St. Louis, MO"
C,MO_St. Louis_C6_C_5171,27,St. Louis,"St. Louis, MO"
C,MO_St. Louis_C7_C_5172,397,St. Louis,"St. Louis, MO"
C,MO_St. Louis_C7_C_5173,29,St. Louis,"St. Louis, MO"
C,MO_St. Louis_C8_C_5174,290,St. Louis,"St. Louis, MO"
C,MO_St. Louis_C9_C_5175,280,St. Louis,"St. Louis, MO"
D,MO_St. Louis_D1_D_5176,504,St. Louis,"St. Louis, MO"
D,MO_St. Louis_D10_D_5177,189,St. Louis,"St. Louis, MO"
D,MO_St. Louis_D11_D_5178,39,St. Louis,"St. Louis, MO"
D,MO_St. Louis_D12_D_5179,8,St. Louis,"St. Louis, MO"
D,MO_St. Louis_D13_D_5180,68,St. Louis,"St. Louis, MO"
D,MO_St. Louis_D15_D_5182,11,St. Louis,"St. Louis, MO"
D,MO_St. Louis_D16_D_5183,11,St. Louis,"St. Louis, MO"
D,MO_St. Louis_D2_D_5184,2213,St. Louis,"St. Louis, MO"
D,MO_St. Louis_D3_D_5185,5,St. Louis,"St. Louis, MO"
D,MO_St. Louis_D4_D_5186,18,St. Louis,"St. Louis, MO"
D,MO_St. Louis_D5_D_5187,876,St. Louis,"St. Louis, MO"
D,MO_St. Louis_D6_D_5188,12,St. Louis,"St. Louis, MO"
D,MO_St. Louis_D8_D_5190,134,St. Louis,"St. Louis, MO"
D,MO_St. Louis_D9_D_5191,18,St. Louis,"St. Louis, MO"
A,MS_Jackson_A1_A_5192,108,Jackson,"Jackson, MS"
A,MS_Jackson_A2_A_5193,3926,Jackson,"Jackson, MS"
A,MS_Jackson_A3_A_5194,56,Jackson,"Jackson, MS"
B,MS_Jackson_B1_B_5196,5,Jackson,"Jackson, MS"
B,MS_Jackson_B2_B_5197,1236,Jackson,"Jackson, MS"
B,MS_Jackson_B5_B_5200,86,Jackson,"Jackson, MS"
C,MS_Jackson_C3_C_5205,3,Jackson,"Jackson, MS"
C,MS_Jackson_C5_C_5207,13,Jackson,"Jackson, MS"
D,MS_Jackson_D1_D_5211,38,Jackson,"Jackson, MS"
D,MS_Jackson_D2_D_5212,57,Jackson,"Jackson, MS"
D,MS_Jackson_D3_D_5213,214,Jackson,"Jackson, MS"
D,MS_Jackson_D4_D_5214,12,Jackson,"Jackson, MS"
D,MS_Jackson_D5_D_5215,9,Jackson,"Jackson, MS"
A,NC_Asheville_A1_A_5217,11158,Asheville,"Asheville, NC"
A,NC_Asheville_A2_A_5218,707,Asheville,"Asheville, NC"
A,NC_Asheville_A3_A_5219,475,Asheville,"Asheville, NC"
B,NC_Asheville_B1_B_5220,175,Asheville,"Asheville, NC"
B,NC_Asheville_B10_B_5221,4,Asheville,"Asheville, NC"
B,NC_Asheville_B2_B_5222,391,Asheville,"Asheville, NC"
B,NC_Asheville_B3_B_5223,2194,Asheville,"Asheville, NC"
B,NC_Asheville_B4_B_5224,373,Asheville,"Asheville, NC"
B,NC_Asheville_B5_B_5225,84,Asheville,"Asheville, NC"
B,NC_Asheville_B6_B_5226,13,Asheville,"Asheville, NC"
B,NC_Asheville_B7_B_5227,39,Asheville,"Asheville, NC"
B,NC_Asheville_B8_B_5228,160,Asheville,"Asheville, NC"
B,NC_Asheville_B9_B_5229,681,Asheville,"Asheville, NC"
C,NC_Asheville_C1_C_5230,114,Asheville,"Asheville, NC"
C,NC_Asheville_C2_C_5231,7051,Asheville,"Asheville, NC"
C,NC_Asheville_C3_C_5232,7678,Asheville,"Asheville, NC"
C,NC_Asheville_C4_C_5233,2168,Asheville,"Asheville, NC"
D,NC_Asheville_D1_D_5234,1616,Asheville,"Asheville, NC"
D,NC_Asheville_D2_D_5235,9,Asheville,"Asheville, NC"
D,NC_Asheville_D3_D_5236,59,Asheville,"Asheville, NC"
D,NC_Asheville_D4_D_5237,2210,Asheville,"Asheville, NC"
A,NC_Charlotte_A1_A_5238,141,Charlotte,"Charlotte, NC"
A,NC_Charlotte_A2_A_5239,4268,Charlotte,"Charlotte, NC"
A,NC_Charlotte_A3_A_5240,114,Charlotte,"Charlotte, NC"
B,NC_Charlotte_B1_B_5241,1220,Charlotte,"Charlotte, NC"
B,NC_Charlotte_B2_B_5242,4132,Charlotte,"Charlotte, NC"
B,NC_Charlotte_B3_B_5243,515,Charlotte,"Charlotte, NC"
B,NC_Charlotte_B4_B_5244,122,Charlotte,"Charlotte, NC"
B,NC_Charlotte_B5_B_5245,848,Charlotte,"Charlotte, NC"
B,NC_Charlotte_B6_B_5246,2,Charlotte,"Charlotte, NC"
B,NC_Charlotte_B7_B_5247,13,Charlotte,"Charlotte, NC"
C,NC_Charlotte_C1_C_5248,1658,Charlotte,"Charlotte, NC"
C,NC_Charlotte_C10_C_5249,45,Charlotte,"Charlotte, NC"
C,NC_Charlotte_C11_C_5250,127,Charlotte,"Charlotte, NC"
C,NC_Charlotte_C13_C_5252,2993,Charlotte,"Charlotte, NC"
C,NC_Charlotte_C2_C_5253,102,Charlotte,"Charlotte, NC"
C,NC_Charlotte_C3_C_5254,333,Charlotte,"Charlotte, NC"
C,NC_Charlotte_C4_C_5255,35,Charlotte,"Charlotte, NC"
C,NC_Charlotte_C5_C_5256,85,Charlotte,"Charlotte, NC"
C,NC_Charlotte_C7_C_5258,1,Charlotte,"Charlotte, NC"
C,NC_Charlotte_C9_C_5260,114,Charlotte,"Charlotte, NC"
D,NC_Charlotte_D1_D_5261,1528,Charlotte,"Charlotte, NC"
D,NC_Charlotte_D10_D_5262,9,Charlotte,"Charlotte, NC"
D,NC_Charlotte_D11_D_5263,84,Charlotte,"Charlotte, NC"
D,NC_Charlotte_D2_D_5264,456,Charlotte,"Charlotte, NC"
D,NC_Charlotte_D3_D_5265,425,Charlotte,"Charlotte, NC"
D,NC_Charlotte_D4_D_5266,12,Charlotte,"Charlotte, NC"
D,NC_Charlotte_D5_D_5267,114,Charlotte,"Charlotte, NC"
D,NC_Charlotte_D6_D_5268,139,Charlotte,"Charlotte, NC"
D,NC_Charlotte_D7_D_5269,15,Charlotte,"Charlotte, NC"
D,NC_Charlotte_D8_D_5270,147,Charlotte,"Charlotte, NC"
D,NC_Charlotte_D9_D_5271,10,Charlotte,"Charlotte, NC"
A,NC_Durham_A1_A_5272,789,Durham,"Durham, NC"
A,NC_Durham_A2_A_5273,803,Durham,"Durham, NC"
A,NC_Durham_A3_A_5274,694,Durham,"Durham, NC"
A,NC_Durham_A4_A_5276,11,Durham,"Durham, NC"
A,NC_Durham_A5_A_5277,1516,Durham,"Durham, NC"
B,NC_Durham_B1_B_5278,311,Durham,"Durham, NC"
B,NC_Durham_B2_B_5279,162,Durham,"Durham, NC"
B,NC_Durham_B3_B_5280,441,Durham,"Durham, NC"
B,NC_Durham_B4_B_5281,51,Durham,"Durham, NC"
B,NC_Durham_B5_B_5282,1,Durham,"Durham, NC"
B,NC_Durham_B6_B_5283,32,Durham,"Durham, NC"
C,NC_Durham_C1_C_5284,2055,Durham,"Durham, NC"
C,NC_Durham_C2_C_5285,24069,Durham,"Durham, NC"
C,NC_Durham_C3_C_5286,2394,Durham,"Durham, NC"
C,NC_Durham_C4_C_5287,506,Durham,"Durham, NC"
C,NC_Durham_C5_C_5288,1328,Durham,"Durham, NC"
C,NC_Durham_C6_C_5289,25,Durham,"Durham, NC"
C,NC_Durham_C7_C_5290,19,Durham,"Durham, NC"
D,NC_Durham_D1_D_5291,214,Durham,"Durham, NC"
D,NC_Durham_D2_D_5292,20,Durham,"Durham, NC"
D,NC_Durham_D3_D_5293,37,Durham,"Durham, NC"
D,NC_Durham_D4_D_5294,90,Durham,"Durham, NC"
D,NC_Durham_D5_D_5295,208,Durham,"Durham, NC"
D,NC_Durham_D6_D_5296,184,Durham,"Durham, NC"
A,NC_Greensboro_A1_A_5297,83,Greensboro,"Greensboro, NC"
A,NC_Greensboro_A2_A_5298,918,Greensboro,"Greensboro, NC"
A,NC_Greensboro_A3_A_5299,900,Greensboro,"Greensboro, NC"
B,NC_Greensboro_B1_B_5300,1,Greensboro,"Greensboro, NC"
B,NC_Greensboro_B2_B_5301,5,Greensboro,"Greensboro, NC"
B,NC_Greensboro_B3_B_5302,610,Greensboro,"Greensboro, NC"
B,NC_Greensboro_B4_B_5303,18,Greensboro,"Greensboro, NC"
B,NC_Greensboro_B5_B_5304,33,Greensboro,"Greensboro, NC"
B,NC_Greensboro_B5_B_5305,362,Greensboro,"Greensboro, NC"
B,NC_Greensboro_B6_B_5306,1949,Greensboro,"Greensboro, NC"
C,NC_Greensboro_C1_C_5307,79,Greensboro,"Greensboro, NC"
C,NC_Greensboro_C2_C_5308,355,Greensboro,"Greensboro, NC"
C,NC_Greensboro_C3_C_5309,740,Greensboro,"Greensboro, NC"
C,NC_Greensboro_C4_C_5310,1,Greensboro,"Greensboro, NC"
C,NC_Greensboro_C5_C_5311,1,Greensboro,"Greensboro, NC"
C,NC_Greensboro_C6_C_5312,6,Greensboro,"Greensboro, NC"
C,NC_Greensboro_C7_C_5313,69,Greensboro,"Greensboro, NC"
C,NC_Greensboro_C8_C_5314,1375,Greensboro,"Greensboro, NC"
C,NC_Greensboro_C9_C_5315,153,Greensboro,"Greensboro, NC"
D,NC_Greensboro_D1_D_5316,135,Greensboro,"Greensboro, NC"
D,NC_Greensboro_D3_D_5318,34,Greensboro,"Greensboro, NC"
A,NC_Winston-Salem_A1_A_5319,5940,Winston-Salem,"Winston-Salem, NC"
B,NC_Winston-Salem_B1_B_5320,20,Winston-Salem,"Winston-Salem, NC"
B,NC_Winston-Salem_B2_B_5321,383,Winston-Salem,"Winston-Salem, NC"
B,NC_Winston-Salem_B3_B_5322,2036,Winston-Salem,"Winston-Salem, NC"
B,NC_Winston-Salem_B4_B_5323,454,Winston-Salem,"Winston-Salem, NC"
C,NC_Winston-Salem_C1_C_5325,14,Winston-Salem,"Winston-Salem, NC"
C,NC_Winston-Salem_C10_C_5326,21,Winston-Salem,"Winston-Salem, NC"
C,NC_Winston-Salem_C11_C_5327,681,Winston-Salem,"Winston-Salem, NC"
C,NC_Winston-Salem_C3_C_5329,50,Winston-Salem,"Winston-Salem, NC"
C,NC_Winston-Salem_C4_C_5330,48,Winston-Salem,"Winston-Salem, NC"
C,NC_Winston-Salem_C5_C_5331,1961,Winston-Salem,"Winston-Salem, NC"
C,NC_Winston-Salem_C6_C_5332,6,Winston-Salem,"Winston-Salem, NC"
C,NC_Winston-Salem_C7_C_5333,1173,Winston-Salem,"Winston-Salem, NC"
C,NC_Winston-Salem_C8_C_5334,5,Winston-Salem,"Winston-Salem, NC"
C,NC_Winston-Salem_C9_C_5335,828,Winston-Salem,"Winston-Salem, NC"
D,NC_Winston-Salem_D1_D_5336,208,Winston-Salem,"Winston-Salem, NC"
D,NC_Winston-Salem_D3_D_5338,287,Winston-Salem,"Winston-Salem, NC"
D,NC_Winston-Salem_D4_D_5339,1,Winston-Salem,"Winston-Salem, NC"
D,NC_Winston-Salem_D5_D_5340,430,Winston-Salem,"Winston-Salem, NC"
D,NC_Winston-Salem_D6_D_5341,13,Winston-Salem,"Winston-Salem, NC"
A,NE_Lincoln_A1_A_5342,16376,Lincoln,"Lincoln, NE"
A,NE_Lincoln_A11_A_5343,268,Lincoln,"Lincoln, NE"
B,NE_Lincoln_B10_B_5344,24,Lincoln,"Lincoln, NE"
B,NE_Lincoln_B12_B_5345,3489,Lincoln,"Lincoln, NE"
B,NE_Lincoln_B15_B_5346,265,Lincoln,"Lincoln, NE"
B,NE_Lincoln_B19_B_5347,3057,Lincoln,"Lincoln, NE"
B,NE_Lincoln_B2_B_5348,8,Lincoln,"Lincoln, NE"
B,NE_Lincoln_B2_B_5349,168,Lincoln,"Lincoln, NE"
B,NE_Lincoln_B20_B_5350,12,Lincoln,"Lincoln, NE"
B,NE_Lincoln_B3_B_5351,1439,Lincoln,"Lincoln, NE"
B,NE_Lincoln_B5_B_5352,62,Lincoln,"Lincoln, NE"
B,NE_Lincoln_B7_B_5353,11525,Lincoln,"Lincoln, NE"
B,NE_Lincoln_B9_B_5354,74,Lincoln,"Lincoln, NE"
C,NE_Lincoln_C13_C_5355,11401,Lincoln,"Lincoln, NE"
C,NE_Lincoln_C16_C_5356,108,Lincoln,"Lincoln, NE"
C,NE_Lincoln_C17_C_5357,39,Lincoln,"Lincoln, NE"
C,NE_Lincoln_C18_C_5358,458,Lincoln,"Lincoln, NE"
C,NE_Lincoln_C18_C_5359,2126,Lincoln,"Lincoln, NE"
C,NE_Lincoln_C22_C_5360,1949,Lincoln,"Lincoln, NE"
C,NE_Lincoln_C4_C_5361,28,Lincoln,"Lincoln, NE"
C,NE_Lincoln_C6_C_5362,8923,Lincoln,"Lincoln, NE"
C,NE_Lincoln_C8_C_5364,766,Lincoln,"Lincoln, NE"
