holc_grade,id,N_samples,City,City_state
A,FL_Tampa_A3_A_1615,211,Tampa,"Tampa, FL"
A,FL_Tampa_A3_A_1616,208,Tampa,"Tampa, FL"
A,FL_Tampa_A4_A_1617,326,Tampa,"Tampa, FL"
B,FL_Tampa_B1_B_1618,2057,Tampa,"Tampa, FL"
B,FL_Tampa_B2_B_1619,10,Tampa,"Tampa, FL"
B,FL_Tampa_B3_B_1620,442,Tampa,"Tampa, FL"
B,FL_Tampa_B4_B_1621,258,Tampa,"Tampa, FL"
B,FL_Tampa_B5_B_1622,13,Tampa,"Tampa, FL"
C,FL_Tampa_C1_C_1623,2,Tampa,"Tampa, FL"
C,FL_Tampa_C2_C_1624,66,Tampa,"Tampa, FL"
C,FL_Tampa_C3_C_1625,510,Tampa,"Tampa, FL"
C,FL_Tampa_C4_C_1626,134,Tampa,"Tampa, FL"
C,FL_Tampa_C5_C_1627,275,Tampa,"Tampa, FL"
C,FL_Tampa_C6_C_1628,51,Tampa,"Tampa, FL"
C,FL_Tampa_C7_C_1629,4,Tampa,"Tampa, FL"
C,FL_Tampa_C8_C_1630,1134,Tampa,"Tampa, FL"
C,FL_Tampa_C9_C_1631,50,Tampa,"Tampa, FL"
D,FL_Tampa_D1_D_1632,668,Tampa,"Tampa, FL"
D,FL_Tampa_D2_D_1633,932,Tampa,"Tampa, FL"
D,FL_Tampa_D3_D_1634,2060,Tampa,"Tampa, FL"
D,FL_Tampa_D4_D_1635,58,Tampa,"Tampa, FL"
D,FL_Tampa_D5_D_1636,343,Tampa,"Tampa, FL"
D,FL_Tampa_D6_D_1637,58,Tampa,"Tampa, FL"
A,GA_Atlanta_A1_A_1638,372,Atlanta,"Atlanta, GA"
A,GA_Atlanta_A1_A_1639,3192,Atlanta,"Atlanta, GA"
A,GA_Atlanta_A2_A_1640,342,Atlanta,"Atlanta, GA"
A,GA_Atlanta_A3_A_1641,84,Atlanta,"Atlanta, GA"
A,GA_Atlanta_A4_A_1642,27,Atlanta,"Atlanta, GA"
A,GA_Atlanta_A5_A_1643,17,Atlanta,"Atlanta, GA"
A,GA_Atlanta_A6_A_1644,30,Atlanta,"Atlanta, GA"
A,GA_Atlanta_A7_A_1645,379,Atlanta,"Atlanta, GA"
A,GA_Atlanta_A8_A_1646,78,Atlanta,"Atlanta, GA"
A,GA_Atlanta_A9_A_1647,93,Atlanta,"Atlanta, GA"
B,GA_Atlanta_B1_B_1648,4,Atlanta,"Atlanta, GA"
B,GA_Atlanta_B1_B_1649,13,Atlanta,"Atlanta, GA"
B,GA_Atlanta_B10_B_1650,424,Atlanta,"Atlanta, GA"
B,GA_Atlanta_B11_B_1651,242,Atlanta,"Atlanta, GA"
B,GA_Atlanta_B12_B_1652,4798,Atlanta,"Atlanta, GA"
B,GA_Atlanta_B13_B_1653,11224,Atlanta,"Atlanta, GA"
B,GA_Atlanta_B14_B_1654,8267,Atlanta,"Atlanta, GA"
B,GA_Atlanta_B15_B_1655,485,Atlanta,"Atlanta, GA"
B,GA_Atlanta_B16_B_1656,4493,Atlanta,"Atlanta, GA"
B,GA_Atlanta_B17_B_1657,712,Atlanta,"Atlanta, GA"
B,GA_Atlanta_B18_B_1658,668,Atlanta,"Atlanta, GA"
B,GA_Atlanta_B19_B_1659,1487,Atlanta,"Atlanta, GA"
B,GA_Atlanta_B2_B_1660,867,Atlanta,"Atlanta, GA"
B,GA_Atlanta_B20_B_1661,71,Atlanta,"Atlanta, GA"
B,GA_Atlanta_B21_B_1662,37,Atlanta,"Atlanta, GA"
B,GA_Atlanta_B22_B_1663,55,Atlanta,"Atlanta, GA"
B,GA_Atlanta_B23_B_1664,505,Atlanta,"Atlanta, GA"
B,GA_Atlanta_B24_B_1665,31,Atlanta,"Atlanta, GA"
B,GA_Atlanta_B25_B_1666,2,Atlanta,"Atlanta, GA"
B,GA_Atlanta_B26_B_1667,128,Atlanta,"Atlanta, GA"
B,GA_Atlanta_B27_B_1668,430,Atlanta,"Atlanta, GA"
B,GA_Atlanta_B28_B_1669,8,Atlanta,"Atlanta, GA"
B,GA_Atlanta_B3_B_1670,808,Atlanta,"Atlanta, GA"
B,GA_Atlanta_B4_B_1671,467,Atlanta,"Atlanta, GA"
B,GA_Atlanta_B5_B_1672,53,Atlanta,"Atlanta, GA"
B,GA_Atlanta_B5_B_1673,1290,Atlanta,"Atlanta, GA"
B,GA_Atlanta_B6_B_1674,373,Atlanta,"Atlanta, GA"
B,GA_Atlanta_B7_B_1675,29,Atlanta,"Atlanta, GA"
B,GA_Atlanta_B8_B_1676,508,Atlanta,"Atlanta, GA"
B,GA_Atlanta_B9_B_1677,51,Atlanta,"Atlanta, GA"
C,GA_Atlanta_C1_C_1678,1613,Atlanta,"Atlanta, GA"
C,GA_Atlanta_C1_C_1679,84,Atlanta,"Atlanta, GA"
C,GA_Atlanta_C10_C_1680,185,Atlanta,"Atlanta, GA"
C,GA_Atlanta_C11_C_1681,186,Atlanta,"Atlanta, GA"
C,GA_Atlanta_C12_C_1682,1101,Atlanta,"Atlanta, GA"
C,GA_Atlanta_C13_C_1683,469,Atlanta,"Atlanta, GA"
C,GA_Atlanta_C14_C_1684,4411,Atlanta,"Atlanta, GA"
C,GA_Atlanta_C15_C_1685,1644,Atlanta,"Atlanta, GA"
C,GA_Atlanta_C16_C_1686,194,Atlanta,"Atlanta, GA"
C,GA_Atlanta_C17_C_1687,278,Atlanta,"Atlanta, GA"
C,GA_Atlanta_C18_C_1688,3063,Atlanta,"Atlanta, GA"
C,GA_Atlanta_C19_C_1689,16367,Atlanta,"Atlanta, GA"
C,GA_Atlanta_C2_C_1690,826,Atlanta,"Atlanta, GA"
C,GA_Atlanta_C20_C_1691,2395,Atlanta,"Atlanta, GA"
C,GA_Atlanta_C21_C_1692,92,Atlanta,"Atlanta, GA"
C,GA_Atlanta_C22_C_1693,249,Atlanta,"Atlanta, GA"
C,GA_Atlanta_C23_C_1694,5945,Atlanta,"Atlanta, GA"
C,GA_Atlanta_C24_C_1695,1518,Atlanta,"Atlanta, GA"
C,GA_Atlanta_C25_C_1696,7717,Atlanta,"Atlanta, GA"
C,GA_Atlanta_C26_C_1697,594,Atlanta,"Atlanta, GA"
C,GA_Atlanta_C27_C_1698,334,Atlanta,"Atlanta, GA"
C,GA_Atlanta_C29_C_1700,2,Atlanta,"Atlanta, GA"
C,GA_Atlanta_C3_C_1701,166,Atlanta,"Atlanta, GA"
C,GA_Atlanta_C30_C_1702,15,Atlanta,"Atlanta, GA"
C,GA_Atlanta_C31_C_1704,5,Atlanta,"Atlanta, GA"
C,GA_Atlanta_C32_C_1705,263,Atlanta,"Atlanta, GA"
C,GA_Atlanta_C33_C_1706,458,Atlanta,"Atlanta, GA"
C,GA_Atlanta_C34_C_1707,102,Atlanta,"Atlanta, GA"
C,GA_Atlanta_C35_C_1708,345,Atlanta,"Atlanta, GA"
C,GA_Atlanta_C36_C_1709,470,Atlanta,"Atlanta, GA"
C,GA_Atlanta_C37_C_1710,628,Atlanta,"Atlanta, GA"
C,GA_Atlanta_C38_C_1711,22,Atlanta,"Atlanta, GA"
C,GA_Atlanta_C4_C_1713,80,Atlanta,"Atlanta, GA"
C,GA_Atlanta_C40_C_1714,191,Atlanta,"Atlanta, GA"
C,GA_Atlanta_C41_C_1715,467,Atlanta,"Atlanta, GA"
C,GA_Atlanta_C42_C_1716,1,Atlanta,"Atlanta, GA"
C,GA_Atlanta_C42_C_1717,498,Atlanta,"Atlanta, GA"
C,GA_Atlanta_C5_C_1718,10,Atlanta,"Atlanta, GA"
C,GA_Atlanta_C6_C_1719,510,Atlanta,"Atlanta, GA"
C,GA_Atlanta_C7_C_1720,427,Atlanta,"Atlanta, GA"
C,GA_Atlanta_C8_C_1721,2846,Atlanta,"Atlanta, GA"
C,GA_Atlanta_C9_C_1722,4737,Atlanta,"Atlanta, GA"
D,GA_Atlanta_D1_D_1723,700,Atlanta,"Atlanta, GA"
D,GA_Atlanta_D10_D_1724,2102,Atlanta,"Atlanta, GA"
D,GA_Atlanta_D11_D_1725,2783,Atlanta,"Atlanta, GA"
D,GA_Atlanta_D12_D_1726,1932,Atlanta,"Atlanta, GA"
D,GA_Atlanta_D14_D_1728,2,Atlanta,"Atlanta, GA"
D,GA_Atlanta_D14_D_1729,90,Atlanta,"Atlanta, GA"
D,GA_Atlanta_D15_D_1730,33,Atlanta,"Atlanta, GA"
D,GA_Atlanta_D16_D_1731,115,Atlanta,"Atlanta, GA"
D,GA_Atlanta_D17_D_1732,849,Atlanta,"Atlanta, GA"
D,GA_Atlanta_D18_D_1733,6,Atlanta,"Atlanta, GA"
D,GA_Atlanta_D18_D_1734,77,Atlanta,"Atlanta, GA"
D,GA_Atlanta_D19_D_1735,22446,Atlanta,"Atlanta, GA"
D,GA_Atlanta_D2_D_1736,18,Atlanta,"Atlanta, GA"
D,GA_Atlanta_D20_D_1737,632,Atlanta,"Atlanta, GA"
D,GA_Atlanta_D21_D_1738,4087,Atlanta,"Atlanta, GA"
D,GA_Atlanta_D22_D_1739,42,Atlanta,"Atlanta, GA"
D,GA_Atlanta_D23_D_1740,2562,Atlanta,"Atlanta, GA"
D,GA_Atlanta_D24_D_1741,12,Atlanta,"Atlanta, GA"
D,GA_Atlanta_D25_D_1742,194,Atlanta,"Atlanta, GA"
D,GA_Atlanta_D26_D_1743,1,Atlanta,"Atlanta, GA"
D,GA_Atlanta_D28_D_1745,22,Atlanta,"Atlanta, GA"
D,GA_Atlanta_D29_D_1746,114,Atlanta,"Atlanta, GA"
D,GA_Atlanta_D3_D_1748,877,Atlanta,"Atlanta, GA"
D,GA_Atlanta_D30_D_1749,79,Atlanta,"Atlanta, GA"
D,GA_Atlanta_D31_D_1750,32,Atlanta,"Atlanta, GA"
D,GA_Atlanta_D31_D_1751,123,Atlanta,"Atlanta, GA"
D,GA_Atlanta_D32_D_1752,16,Atlanta,"Atlanta, GA"
D,GA_Atlanta_D4_D_1753,858,Atlanta,"Atlanta, GA"
D,GA_Atlanta_D5_D_1754,98,Atlanta,"Atlanta, GA"
D,GA_Atlanta_D6_D_1755,1,Atlanta,"Atlanta, GA"
D,GA_Atlanta_D7_D_1756,5720,Atlanta,"Atlanta, GA"
D,GA_Atlanta_D8_D_1757,37,Atlanta,"Atlanta, GA"
D,GA_Atlanta_D9_D_1758,71,Atlanta,"Atlanta, GA"
A,GA_Augusta_A1_A_1759,61,Augusta,"Augusta, GA"
B,GA_Augusta_B1_B_1760,3,Augusta,"Augusta, GA"
B,GA_Augusta_B2_B_1762,4,Augusta,"Augusta, GA"
B,GA_Augusta_B3_B_1763,6,Augusta,"Augusta, GA"
B,GA_Augusta_B4_B_1765,732,Augusta,"Augusta, GA"
B,GA_Augusta_B6_B_1767,36,Augusta,"Augusta, GA"
B,GA_Augusta_B7_B_1768,60,Augusta,"Augusta, GA"
B,GA_Augusta_B8_B_1769,16,Augusta,"Augusta, GA"
C,GA_Augusta_C1_C_1772,50,Augusta,"Augusta, GA"
C,GA_Augusta_C2_C_1773,58,Augusta,"Augusta, GA"
C,GA_Augusta_C3_C_1774,727,Augusta,"Augusta, GA"
C,GA_Augusta_C5_C_1776,239,Augusta,"Augusta, GA"
C,GA_Augusta_C6_C_1777,54,Augusta,"Augusta, GA"
C,GA_Augusta_C7_C_1778,79,Augusta,"Augusta, GA"
D,GA_Augusta_D1_D_1781,181,Augusta,"Augusta, GA"
D,GA_Augusta_D10_D_1782,1,Augusta,"Augusta, GA"
D,GA_Augusta_D11_D_1783,169,Augusta,"Augusta, GA"
D,GA_Augusta_D12_D_1784,16,Augusta,"Augusta, GA"
D,GA_Augusta_D2_D_1785,2,Augusta,"Augusta, GA"
D,GA_Augusta_D3_D_1786,11,Augusta,"Augusta, GA"
D,GA_Augusta_D4_D_1788,792,Augusta,"Augusta, GA"
D,GA_Augusta_D5_D_1789,2,Augusta,"Augusta, GA"
D,GA_Augusta_D6_D_1790,7,Augusta,"Augusta, GA"
D,GA_Augusta_D9_D_1793,1,Augusta,"Augusta, GA"
B,GA_Columbus_B1_B_1798,71,Columbus,"Columbus, GA"
B,GA_Columbus_B2_B_1799,16828,Columbus,"Columbus, GA"
B,GA_Columbus_B3_B_1800,27,Columbus,"Columbus, GA"
B,GA_Columbus_B4_B_1801,2,Columbus,"Columbus, GA"
B,GA_Columbus_B5_B_1802,397,Columbus,"Columbus, GA"
B,GA_Columbus_B7_B_1804,25,Columbus,"Columbus, GA"
C,GA_Columbus_C1_C_1805,52,Columbus,"Columbus, GA"
C,GA_Columbus_C1_C_1806,2,Columbus,"Columbus, GA"
C,GA_Columbus_C2_C_1807,2,Columbus,"Columbus, GA"
C,GA_Columbus_C3_C_1808,44,Columbus,"Columbus, GA"
C,GA_Columbus_C4_C_1809,1,Columbus,"Columbus, GA"
C,GA_Columbus_C5_C_1810,1,Columbus,"Columbus, GA"
C,GA_Columbus_C6_C_1811,3,Columbus,"Columbus, GA"
C,GA_Columbus_C7_C_1812,1,Columbus,"Columbus, GA"
D,GA_Columbus_D1_D_1815,886,Columbus,"Columbus, GA"
D,GA_Columbus_D2_D_1816,164,Columbus,"Columbus, GA"
D,GA_Columbus_D3_D_1817,287,Columbus,"Columbus, GA"
D,GA_Columbus_D4_D_1818,2,Columbus,"Columbus, GA"
D,GA_Columbus_D5_D_1819,1,Columbus,"Columbus, GA"
A,GA_Macon_A1_A_1820,1,Macon,"Macon, GA"
A,GA_Macon_A2_A_1821,21,Macon,"Macon, GA"
B,GA_Macon_B1_B_1822,30245,Macon,"Macon, GA"
B,GA_Macon_B2_B_1823,1,Macon,"Macon, GA"
B,GA_Macon_B4_B_1825,4174,Macon,"Macon, GA"
B,GA_Macon_B5_B_1826,292,Macon,"Macon, GA"
B,GA_Macon_B6_B_1827,5742,Macon,"Macon, GA"
C,GA_Macon_C1_C_1828,48,Macon,"Macon, GA"
C,GA_Macon_C10_C_1829,3,Macon,"Macon, GA"
C,GA_Macon_C12_C_1831,6,Macon,"Macon, GA"
C,GA_Macon_C13_C_1832,3,Macon,"Macon, GA"
C,GA_Macon_C14_C_1833,35,Macon,"Macon, GA"
C,GA_Macon_C15_C_1834,2,Macon,"Macon, GA"
C,GA_Macon_C2_C_1836,15,Macon,"Macon, GA"
C,GA_Macon_C3_C_1837,238,Macon,"Macon, GA"
C,GA_Macon_C4_C_1838,13,Macon,"Macon, GA"
C,GA_Macon_C5_C_1839,14,Macon,"Macon, GA"
C,GA_Macon_C6_C_1840,3142,Macon,"Macon, GA"
C,GA_Macon_C7_C_1841,11,Macon,"Macon, GA"
C,GA_Macon_C8_C_1842,53,Macon,"Macon, GA"
C,GA_Macon_C9_C_1843,70,Macon,"Macon, GA"
D,GA_Macon_D1_D_1844,34,Macon,"Macon, GA"
D,GA_Macon_D10_D_1845,108,Macon,"Macon, GA"
D,GA_Macon_D12_D_1847,77,Macon,"Macon, GA"
D,GA_Macon_D13_D_1848,1443,Macon,"Macon, GA"
D,GA_Macon_D14_D_1849,55,Macon,"Macon, GA"
D,GA_Macon_D15_D_1850,454,Macon,"Macon, GA"
D,GA_Macon_D16_D_1851,3,Macon,"Macon, GA"
D,GA_Macon_D2_D_1852,31,Macon,"Macon, GA"
D,GA_Macon_D3_D_1853,91,Macon,"Macon, GA"
D,GA_Macon_D4_D_1854,656,Macon,"Macon, GA"
D,GA_Macon_D5_D_1855,120,Macon,"Macon, GA"
D,GA_Macon_D6_D_1856,37,Macon,"Macon, GA"
D,GA_Macon_D8_D_1859,7,Macon,"Macon, GA"
D,GA_Macon_D9_D_1860,114,Macon,"Macon, GA"
A,GA_Savannah_A1_A_1862,14,Savannah,"Savannah, GA"
A,GA_Savannah_A2_A_1863,1713,Savannah,"Savannah, GA"
B,GA_Savannah_B10_B_1865,39,Savannah,"Savannah, GA"
B,GA_Savannah_B11_B_1866,19,Savannah,"Savannah, GA"
B,GA_Savannah_B4_B_1867,1,Savannah,"Savannah, GA"
B,GA_Savannah_B5_B_1868,7937,Savannah,"Savannah, GA"
B,GA_Savannah_B6_B_1869,6,Savannah,"Savannah, GA"
B,GA_Savannah_B8_B_1871,2479,Savannah,"Savannah, GA"
B,GA_Savannah_B9_B_1872,606,Savannah,"Savannah, GA"
C,GA_Savannah_C12_C_1873,21,Savannah,"Savannah, GA"
C,GA_Savannah_C13_C_1874,1,Savannah,"Savannah, GA"
C,GA_Savannah_C14_C_1875,243,Savannah,"Savannah, GA"
C,GA_Savannah_C15_C_1876,4,Savannah,"Savannah, GA"
D,GA_Savannah_D16_D_1877,4999,Savannah,"Savannah, GA"
D,GA_Savannah_D18_D_1879,346,Savannah,"Savannah, GA"
D,GA_Savannah_D19_D_1880,9,Savannah,"Savannah, GA"
D,GA_Savannah_D20_D_1881,508,Savannah,"Savannah, GA"
D,GA_Savannah_D22_D_1883,2,Savannah,"Savannah, GA"
D,GA_Savannah_D23_D_1884,483,Savannah,"Savannah, GA"
E,GA_Savannah_E24_E_1885,5953,Savannah,"Savannah, GA"
E,GA_Savannah_E25_E_1886,5,Savannah,"Savannah, GA"
A,IA_Council Bluffs_A_A_1887,25,Council Bluffs,"Council Bluffs, IA"
A,IA_Council Bluffs_A_A_1888,1,Council Bluffs,"Council Bluffs, IA"
A,IA_Council Bluffs_A_A_1889,1,Council Bluffs,"Council Bluffs, IA"
B,IA_Council Bluffs_B_B_1890,2720,Council Bluffs,"Council Bluffs, IA"
B,IA_Council Bluffs_B_B_1892,1,Council Bluffs,"Council Bluffs, IA"
B,IA_Council Bluffs_B_B_1893,42,Council Bluffs,"Council Bluffs, IA"
B,IA_Council Bluffs_B_B_1894,3,Council Bluffs,"Council Bluffs, IA"
B,IA_Council Bluffs_B_B_1895,1,Council Bluffs,"Council Bluffs, IA"
B,IA_Council Bluffs_B_B_1896,38,Council Bluffs,"Council Bluffs, IA"
C,IA_Council Bluffs_C_C_1898,2,Council Bluffs,"Council Bluffs, IA"
C,IA_Council Bluffs_C_C_1900,6,Council Bluffs,"Council Bluffs, IA"
C,IA_Council Bluffs_C_C_1902,186,Council Bluffs,"Council Bluffs, IA"
D,IA_Council Bluffs_D_D_1903,402,Council Bluffs,"Council Bluffs, IA"
A,IA_Davenport_A1_A_1905,38,Davenport,"Davenport, IA"
A,IA_Davenport_A2_A_1908,14,Davenport,"Davenport, IA"
B,IA_Davenport_B1_B_1909,20,Davenport,"Davenport, IA"
B,IA_Davenport_B2A_B_1911,1,Davenport,"Davenport, IA"
B,IA_Davenport_B2B_B_1912,13,Davenport,"Davenport, IA"
B,IA_Davenport_B2C_B_1913,571,Davenport,"Davenport, IA"
B,IA_Davenport_B3_B_1914,50,Davenport,"Davenport, IA"
B,IA_Davenport_B3A_B_1916,3532,Davenport,"Davenport, IA"
C,IA_Davenport_C1_C_1918,172,Davenport,"Davenport, IA"
C,IA_Davenport_C10_C_1919,18,Davenport,"Davenport, IA"
C,IA_Davenport_C11_C_1920,132,Davenport,"Davenport, IA"
C,IA_Davenport_C2_C_1921,19,Davenport,"Davenport, IA"
C,IA_Davenport_C3_C_1922,22,Davenport,"Davenport, IA"
C,IA_Davenport_C4_C_1923,24,Davenport,"Davenport, IA"
C,IA_Davenport_C5_C_1924,149,Davenport,"Davenport, IA"
C,IA_Davenport_C6_C_1925,5,Davenport,"Davenport, IA"
C,IA_Davenport_C8_C_1927,309,Davenport,"Davenport, IA"
C,IA_Davenport_C8_C_1928,303,Davenport,"Davenport, IA"
C,IA_Davenport_C9_C_1929,87,Davenport,"Davenport, IA"
D,IA_Davenport_D1_D_1930,2,Davenport,"Davenport, IA"
D,IA_Davenport_D2_D_1933,1686,Davenport,"Davenport, IA"
D,IA_Davenport_D4_D_1938,9,Davenport,"Davenport, IA"
A,IA_Des Moines_A1_A_1939,5624,Des Moines,"Des Moines, IA"
A,IA_Des Moines_A2_A_1940,1,Des Moines,"Des Moines, IA"
A,IA_Des Moines_A3_A_1941,2,Des Moines,"Des Moines, IA"
A,IA_Des Moines_A4_A_1942,64,Des Moines,"Des Moines, IA"
A,IA_Des Moines_A5_A_1943,5,Des Moines,"Des Moines, IA"
B,IA_Des Moines_B1_B_1944,1117,Des Moines,"Des Moines, IA"
B,IA_Des Moines_B1_B_1945,205,Des Moines,"Des Moines, IA"
B,IA_Des Moines_B2_B_1946,24,Des Moines,"Des Moines, IA"
B,IA_Des Moines_B3_B_1947,755,Des Moines,"Des Moines, IA"
B,IA_Des Moines_B4_B_1948,82,Des Moines,"Des Moines, IA"
B,IA_Des Moines_B5_B_1949,86,Des Moines,"Des Moines, IA"
B,IA_Des Moines_B6_B_1950,4,Des Moines,"Des Moines, IA"
C,IA_Des Moines_C1_C_1951,78,Des Moines,"Des Moines, IA"
C,IA_Des Moines_C1_C_1952,3798,Des Moines,"Des Moines, IA"
C,IA_Des Moines_C2_C_1953,118,Des Moines,"Des Moines, IA"
C,IA_Des Moines_C3_C_1954,253,Des Moines,"Des Moines, IA"
C,IA_Des Moines_C3_C_1955,10702,Des Moines,"Des Moines, IA"
C,IA_Des Moines_C4_C_1956,285,Des Moines,"Des Moines, IA"
C,IA_Des Moines_C5_C_1957,424,Des Moines,"Des Moines, IA"
C,IA_Des Moines_C6_C_1958,789,Des Moines,"Des Moines, IA"
D,IA_Des Moines_D1_D_1959,58,Des Moines,"Des Moines, IA"
D,IA_Des Moines_D2_D_1960,1802,Des Moines,"Des Moines, IA"
D,IA_Des Moines_D3_D_1961,127,Des Moines,"Des Moines, IA"
D,IA_Des Moines_D4-5_D_1962,1280,Des Moines,"Des Moines, IA"
D,IA_Des Moines_D6_D_1963,248,Des Moines,"Des Moines, IA"
A,IA_Des Moines_NA_A_1964,12,Des Moines,"Des Moines, IA"
A,IA_Dubuque_A1_A_1966,235,Dubuque,"Dubuque, IA"
B,IA_Dubuque_B1_B_1967,9612,Dubuque,"Dubuque, IA"
B,IA_Dubuque_B1_B_1968,9,Dubuque,"Dubuque, IA"
B,IA_Dubuque_B2_B_1969,3667,Dubuque,"Dubuque, IA"
C,IA_Dubuque_C1_C_1970,4,Dubuque,"Dubuque, IA"
C,IA_Dubuque_C1_C_1971,15,Dubuque,"Dubuque, IA"
C,IA_Dubuque_C2_C_1972,582,Dubuque,"Dubuque, IA"
C,IA_Dubuque_C3_C_1973,126,Dubuque,"Dubuque, IA"
C,IA_Dubuque_C3_C_1974,17,Dubuque,"Dubuque, IA"
C,IA_Dubuque_C4_C_1975,67,Dubuque,"Dubuque, IA"
D,IA_Dubuque_D1_D_1976,1468,Dubuque,"Dubuque, IA"
D,IA_Dubuque_D2_D_1977,11,Dubuque,"Dubuque, IA"
D,IA_Dubuque_D2_D_1978,1058,Dubuque,"Dubuque, IA"
D,IA_Dubuque_D3_D_1979,2,Dubuque,"Dubuque, IA"
A,IA_Sioux City_A1_A_1980,119,Sioux City,"Sioux City, IA"
A,IA_Sioux City_A1_A_1983,12,Sioux City,"Sioux City, IA"
B,IA_Sioux City_B1_B_1985,259,Sioux City,"Sioux City, IA"
B,IA_Sioux City_B2_B_1987,10,Sioux City,"Sioux City, IA"
B,IA_Sioux City_B4_B_1989,1112,Sioux City,"Sioux City, IA"
C,IA_Sioux City_C1_C_1990,122,Sioux City,"Sioux City, IA"
C,IA_Sioux City_C2_C_1991,628,Sioux City,"Sioux City, IA"
C,IA_Sioux City_C3_C_1993,65,Sioux City,"Sioux City, IA"
C,IA_Sioux City_C4_C_1994,90,Sioux City,"Sioux City, IA"
C,IA_Sioux City_C5_C_1995,2252,Sioux City,"Sioux City, IA"
C,IA_Sioux City_C5_C_1996,4,Sioux City,"Sioux City, IA"
C,IA_Sioux City_C6_C_1997,6,Sioux City,"Sioux City, IA"
C,IA_Sioux City_C7_C_1998,111,Sioux City,"Sioux City, IA"
D,IA_Sioux City_D1_D_1999,6582,Sioux City,"Sioux City, IA"
D,IA_Sioux City_D2_D_2000,259,Sioux City,"Sioux City, IA"
D,IA_Sioux City_D3_D_2001,1267,Sioux City,"Sioux City, IA"
D,IA_Sioux City_D4_D_2002,459,Sioux City,"Sioux City, IA"
D,IA_Sioux City_D5_D_2003,13056,Sioux City,"Sioux City, IA"
D,IA_Sioux City_D6_D_2004,1651,Sioux City,"Sioux City, IA"
D,IA_Sioux City_D7_D_2005,177,Sioux City,"Sioux City, IA"
C,IA_Sioux City_NA_C_2006,9,Sioux City,"Sioux City, IA"
C,IA_Sioux City_NA_C_2008,112,Sioux City,"Sioux City, IA"
A,IA_Waterloo_A1_A_2009,418,Waterloo,"Waterloo, IA"
A,IA_Waterloo_A2_A_2010,11,Waterloo,"Waterloo, IA"
B,IA_Waterloo_B_B_2011,64,Waterloo,"Waterloo, IA"
B,IA_Waterloo_B1_B_2012,35,Waterloo,"Waterloo, IA"
B,IA_Waterloo_B2_B_2013,12,Waterloo,"Waterloo, IA"
B,IA_Waterloo_B3_B_2014,1,Waterloo,"Waterloo, IA"
B,IA_Waterloo_B4_B_2015,76,Waterloo,"Waterloo, IA"
C,IA_Waterloo_C1_C_2016,234,Waterloo,"Waterloo, IA"
C,IA_Waterloo_C3_C_2017,32,Waterloo,"Waterloo, IA"
C,IA_Waterloo_C4_C_2018,116,Waterloo,"Waterloo, IA"
C,IA_Waterloo_C5_C_2019,3,Waterloo,"Waterloo, IA"
C,IA_Waterloo_C6_C_2020,19,Waterloo,"Waterloo, IA"
C,IA_Waterloo_C7_C_2021,1111,Waterloo,"Waterloo, IA"
D,IA_Waterloo_D2_D_2023,8,Waterloo,"Waterloo, IA"
D,IA_Waterloo_D3_D_2024,1661,Waterloo,"Waterloo, IA"
D,IA_Waterloo_D5_D_2027,71,Waterloo,"Waterloo, IA"
D,IA_Waterloo_D6_D_2028,17,Waterloo,"Waterloo, IA"
D,IA_Waterloo_D7_D_2029,1,Waterloo,"Waterloo, IA"
D,IA_Waterloo_D8_D_2030,8287,Waterloo,"Waterloo, IA"
A,IL_Aurora_A1_A_2031,14,Aurora,"Aurora, IL"
A,IL_Aurora_A2_A_2032,136,Aurora,"Aurora, IL"
B,IL_Aurora_B_B_2033,23,Aurora,"Aurora, IL"
B,IL_Aurora_B1_B_2034,1,Aurora,"Aurora, IL"
B,IL_Aurora_B2_B_2036,63,Aurora,"Aurora, IL"
B,IL_Aurora_B3_B_2037,189,Aurora,"Aurora, IL"
B,IL_Aurora_B4_B_2038,52,Aurora,"Aurora, IL"
C,IL_Aurora_C1_C_2039,30,Aurora,"Aurora, IL"
C,IL_Aurora_C2_C_2040,1962,Aurora,"Aurora, IL"
C,IL_Aurora_C4_C_2042,395,Aurora,"Aurora, IL"
C,IL_Aurora_C5_C_2043,1,Aurora,"Aurora, IL"
C,IL_Aurora_C6_C_2044,246,Aurora,"Aurora, IL"
C,IL_Aurora_C6_C_2045,10,Aurora,"Aurora, IL"
D,IL_Aurora_D_D_2046,66,Aurora,"Aurora, IL"
D,IL_Aurora_D1_D_2047,20,Aurora,"Aurora, IL"
D,IL_Aurora_D2_D_2048,4,Aurora,"Aurora, IL"
D,IL_Aurora_D3_D_2049,2,Aurora,"Aurora, IL"
D,IL_Aurora_D4_D_2050,1,Aurora,"Aurora, IL"
D,IL_Aurora_D4_D_2051,2,Aurora,"Aurora, IL"
D,IL_Aurora_D4_D_2052,50,Aurora,"Aurora, IL"
D,IL_Aurora_D4_D_2053,7,Aurora,"Aurora, IL"
D,IL_Aurora_D5_D_2054,1212,Aurora,"Aurora, IL"
D,IL_Aurora_D6_D_2055,445,Aurora,"Aurora, IL"
D,IL_Aurora_D7_D_2056,17,Aurora,"Aurora, IL"
A,IL_Chicago_A1_A_2058,1824,Chicago,"Chicago, IL"
A,IL_Chicago_A10_A_2059,16,Chicago,"Chicago, IL"
A,IL_Chicago_A11_A_2060,35,Chicago,"Chicago, IL"
