id,area_holc_m2,area_pa,percent_pa
AL_Montgomery_D1_D_133,1440731.513587293,0,0
AL_Montgomery_D2_D_134,627635.9740709335,0,0
AL_Montgomery_D3_D_135,3915138.77958554,24776.27512345463,0.6332317551625882
AL_Montgomery_D4_D_136,1174230.1374285636,14112.984661036404,1.2026511441307866
AL_Montgomery_D5_D_137,1567015.3202887254,0,0
AL_Montgomery_D6_D_138,5088168.907056933,45814.728957364336,0.9009940156489066
AL_Montgomery_D6_D_139,49896.14526132937,0,0
AL_Montgomery_D7_D_140,6358124.122074098,40261.64547399618,0.6336325101098118
AR_Little Rock_A1_A_141,1471672.9494136428,7084.085941002266,0.48142101039494456
AR_Little Rock_A2_A_142,2974393.764543373,338265.7065086548,11.374014203448606
AR_Little Rock_A3_A_143,465475.29377432144,8226.454273287207,1.767567216235334
AR_Little Rock_A4_A_144,653848.6909181793,0,0
AR_Little Rock_A5_A_145,1312934.1145857582,10970.052591848304,0.8356373081302734
AR_Little Rock_B1_B_146,159132.41081970383,0,0
AR_Little Rock_B10_B_147,333004.9267057586,0,0
AR_Little Rock_B11_B_148,80741.36526943035,0,0
AR_Little Rock_B12_B_149,134791.79351030086,0,0
AR_Little Rock_B2_B_150,242064.59883958264,0,0
AR_Little Rock_B3_B_151,1311143.8577454956,0,0
AR_Little Rock_B4_B_152,647261.994582455,0,0
AR_Little Rock_B5_B_153,224931.3157130456,0,0
AR_Little Rock_B6_B_154,636657.7248494454,8952.346939803261,1.406321949113664
AR_Little Rock_B7_B_155,747214.892194215,0,0
AR_Little Rock_B8_B_156,496993.2688883834,8950.669481968995,1.8011598425668094
AR_Little Rock_B9_B_157,1174586.7070987334,347.834160262777,0.029616687947544625
AR_Little Rock_C1_C_158,5546407.811550333,110229.45661817335,1.987657195806582
AR_Little Rock_C10_C_159,147049.4373967749,0,0
AR_Little Rock_C2_C_160,190731.65389988638,0,0
AR_Little Rock_C3_C_161,707874.0918641896,0,0
AR_Little Rock_C4_C_162,1288900.3705888821,31542.906690433854,2.4476000179742416
AR_Little Rock_C5_C_163,429724.0433528589,0,0
AR_Little Rock_C6_C_164,549547.2827654134,8965.208476301865,1.631585118730799
AR_Little Rock_C7_C_165,125853.56764997652,0,0
AR_Little Rock_C8_C_166,288268.6636214195,0,0
AR_Little Rock_C9_C_167,99226.2025656576,0,0
AR_Little Rock_D1_D_168,166808.92976128886,1437.3472003114875,0.8617854960645851
AR_Little Rock_D2_D_169,1583516.8532763654,3709.381900592707,0.234279476540491
AR_Little Rock_D3_D_170,5485139.995126459,181489.17096865308,3.309186995918343
AR_Little Rock_D4_D_171,517828.4863346281,33051.92072058106,6.383612623779844
AR_Little Rock_D4_D_172,0.337344798338008,0,0
AR_Little Rock_D5_D_173,817903.9793662735,27.562237969134003,0.0033702944742998475
AR_Little Rock_D6_D_174,910585.1433836546,8209.177382242704,0.9016414159028454
AR_Little Rock_D7_D_175,1389685.0074448902,8009.521845941812,0.5764250227273537
AR_Little Rock_D8_D_176,1078907.2360861006,0,0
AZ_Phoenix_A1_A_177,641997.1694676883,105533.99450047081,16.44521465615379
AZ_Phoenix_A2_A_178,498562.5959643072,0,0
AZ_Phoenix_A3_A_179,632659.5048373793,0,0
AZ_Phoenix_A4_A_180,518775.0634672435,0,0
AZ_Phoenix_A5_A_181,159204.51400511363,0,0
AZ_Phoenix_B1_B_182,1246252.9824728381,13574.218787659775,1.0896410578332976
AZ_Phoenix_B2_B_183,421069.6077341972,0,0
AZ_Phoenix_B3_B_184,1213137.667671062,43278.005396060646,3.5688706370238994
AZ_Phoenix_B4_B_185,868003.7663793633,1806.864830819657,0.20824670000240747
AZ_Phoenix_B5_B_186,1775183.1517661656,43408.73434512979,2.446317727258032
AZ_Phoenix_B6_B_187,3845157.4390287627,36950.73920995556,0.9613559634058513
AZ_Phoenix_B7_B_188,1786072.507773984,46689.62523690611,2.6151498132534527
AZ_Phoenix_B8_B_189,1650115.1396519225,71901.53708358109,4.3591165846278965
AZ_Phoenix_C1_C_190,3632753.480928234,87271.58662166621,2.4033006584182215
AZ_Phoenix_C2_C_191,1122724.7308826922,81061.76807754743,7.223063901859911
AZ_Phoenix_C3_C_192,1616592.8402003122,7575.888904497027,0.468825251733586
AZ_Phoenix_C4_C_193,1693573.3664667348,2539.899787989678,0.15003461129244935
AZ_Phoenix_D1_D_194,515833.9159160092,0,0
AZ_Phoenix_D2_D_195,707145.1411959028,96031.98114195094,13.585769307457952
AZ_Phoenix_D3_D_196,691179.8411199113,19148.953256605833,2.771599613834286
AZ_Phoenix_D4_D_197,2811799.943179632,35887.781540896045,1.2768568701010186
AZ_Phoenix_D5_D_198,5200980.895371344,109990.39079313201,2.115686484231519
AZ_Phoenix_D6_D_199,1932852.6300780037,27749.321051400155,1.4362262991694443
AZ_Phoenix_D7_D_200,1089161.7766860938,19612.96354457317,1.8014706183274047
AZ_Phoenix_D8_D_201,292062.8540568523,12563.637466058135,4.303434183888485
CA_Fresno_A1_A_202,386176.87811357056,0,0
CA_Fresno_A2_A_203,101530.95625138134,0,0
CA_Fresno_B1_B_204,330918.9522675559,0,0
CA_Fresno_B2_B_205,1792716.7023779207,14650.38113020733,0.8169559946036979
CA_Fresno_B3_B_206,557671.146044159,0,0
CA_Fresno_B3_B_207,216268.8427252894,0,0
CA_Fresno_B3_B_208,230044.94711365076,0,0
CA_Fresno_B3_B_209,61887.74931379399,13702.8999496717,22.134373331054483
CA_Fresno_B4_B_210,652304.1064810317,19315.800122999703,2.960232119604219
CA_Fresno_B5_B_211,158371.52874409812,0,0
CA_Fresno_C1_C_212,227569.32833145413,0,0
CA_Fresno_C2_C_213,2208552.272736231,0,0
CA_Fresno_C3_C_214,1684450.1416203536,0,0
CA_Fresno_C4_C_215,271458.7152045278,0,0
CA_Fresno_C4_C_216,6805999.987573626,60816.979113454465,0.8932963485439323
CA_Fresno_C5_C_217,619491.1214159932,186.83847352862358,0.030150326588740874
CA_Fresno_C5_C_218,1725730.3693137788,42895.50437130593,2.4848589234366987
CA_Fresno_C6_C_219,249372.49945338373,0,0
CA_Fresno_C7_C_220,2569881.171310963,40369.92887731783,1.5704004511465057
CA_Fresno_C8_C_221,505667.9378770678,0,0
CA_Fresno_C9_C_222,1500558.2938596352,0,0
CA_Fresno_C9_C_223,725763.471862314,7392.3203446585685,1.0182311926885024
CA_Fresno_D1_D_224,599653.3988068822,17617.471129752696,2.9369888296621802
CA_Fresno_D2_D_225,917597.7945156727,1461.8747004829347,0.15926376908752
CA_Fresno_D3_D_226,76053.72046875955,0,0
CA_Fresno_D3_D_227,81168.72405070983,0,0
CA_Fresno_D4_D_228,2078443.6924247881,43220.141704663634,2.0787947348434344
CA_Fresno_D5_D_229,1365781.2203129723,177587.43499350082,12.998508888891328
CA_Fresno_D6_D_230,347783.15646425483,0,0
CA_Fresno_D7_D_231,133565.05005785197,25895.247736648656,19.381512503018826
CA_Fresno_D8_D_232,669850.3283738554,53733.60340894759,8.019193068179224
CA_Los Angeles_A1_A_233,3438183.296727119,4258.649266642053,0.12389528540601046
CA_Los Angeles_A10_A_234,1855703.0870419904,30676.314913142473,1.6534937560741048
CA_Los Angeles_A11_A_235,611640.4378667884,0,0
CA_Los Angeles_A12_A_236,2647657.8064568117,269951.2573530512,10.198483586781657
CA_Los Angeles_A13_A_237,1334972.8800570501,0,0
CA_Los Angeles_A13_A_238,22329.433841345395,0,0
CA_Los Angeles_A14_A_239,2691501.171544517,0,0
CA_Los Angeles_A15_A_240,3863397.995558662,997.3142924251733,0.02582117236182186
CA_Los Angeles_A16_A_241,3397178.3995882366,19815.44210446335,0.5834424575349063
CA_Los Angeles_A16_A_242,8158.073984889624,0,0
CA_Los Angeles_A17_A_243,733880.8075025567,0,0
CA_Los Angeles_A18_A_244,2416739.541684988,60065.362205863,2.4860423741375683
CA_Los Angeles_A19_A_245,989997.1163609629,469.07981186080724,0.047394040582788274
CA_Los Angeles_A2_A_246,1790374.9659009287,0,0
CA_Los Angeles_A20_A_247,881481.432517768,0,0
CA_Los Angeles_A21_A_248,694424.3386958456,156981.4404744953,22.611808254124227
CA_Los Angeles_A22_A_249,447744.4347286307,203.67657839879394,0.04550155596430975
CA_Los Angeles_A23_A_250,476877.831385483,7555.903574734926,1.5848804921023856
CA_Los Angeles_A24_A_251,84149.05846534012,0,0
CA_Los Angeles_A25_A_252,888819.9561997256,16356.027703490108,1.8407102079194853
CA_Los Angeles_A26_A_253,1492516.2469353315,2207.9335923744366,0.14797483554748034
CA_Los Angeles_A27_A_254,1840319.1338402405,16867.747154758777,0.9168211906453413
CA_Los Angeles_A28_A_255,801441.0897343901,0,0
CA_Los Angeles_A29_A_256,1804639.370988073,252826.25807446474,14.013494695586026
CA_Los Angeles_A3_A_257,1754258.4204909827,0,0
CA_Los Angeles_A30_A_258,6533115.822275022,52599.8211955647,0.8053448058406539
CA_Los Angeles_A31_A_259,499326.1886670544,0,0
CA_Los Angeles_A32_A_260,1251371.8708150142,0,0
CA_Los Angeles_A33_A_261,1634620.4687104714,0,0
CA_Los Angeles_A34_A_262,566593.3995331787,0,0
CA_Los Angeles_A35_A_263,4114974.514286494,52749.16263857577,1.2822240078184948
CA_Los Angeles_A36_A_264,320033.14645754173,9807.462915599346,3.06530521285989
CA_Los Angeles_A37_A_265,7113669.900808717,155886.9597697677,2.191965438450276
CA_Los Angeles_A38_A_266,303661.7937575763,479.387136105448,0.15791094356515062
CA_Los Angeles_A38_A_267,631685.8663303546,1302.0683008627966,0.20617994812789264
CA_Los Angeles_A39_A_268,626484.9841365423,29844.105725109577,4.765034860081794
CA_Los Angeles_A4_A_269,3454663.074713501,246885.46253657213,7.148208689203179
CA_Los Angeles_A40_A_270,845804.3414228732,608.9362735701725,0.07201461526893894
CA_Los Angeles_A41_A_271,1499774.1598643477,254067.96545562055,16.94491038589277
CA_Los Angeles_A42_A_272,1456458.9842620476,0,0
CA_Los Angeles_A43_A_273,1591370.3309161498,16885.036198321264,1.0613147232911442
CA_Los Angeles_A46_A_274,2054699.2297606713,74190.61547340639,3.6117865831295464
CA_Los Angeles_A47_A_275,873508.5823133419,0,0
CA_Los Angeles_A48_A_276,943977.9874760902,27.09313268295955,0.002870931187841751
CA_Los Angeles_A49_A_277,357517.1391307089,0,0
CA_Los Angeles_A5_A_278,1164078.6458782891,49184.36613742076,4.2262505947772055
CA_Los Angeles_A50_A_279,244337.6708759661,868.5253349165432,0.3555614324243181
CA_Los Angeles_A51_A_280,1210783.4739754875,0,0
CA_Los Angeles_A52_A_281,848300.0787345247,1231.0791953355074,0.14516337388557976
CA_Los Angeles_A53_A_282,465180.70369406603,0,0
CA_Los Angeles_A54_A_283,268573.9533189356,0,0
CA_Los Angeles_A55_A_284,863675.4144265646,51647.10570852272,5.981683849748173
CA_Los Angeles_A56_A_285,2107426.2245001076,170286.18930437416,8.082920893458086
CA_Los Angeles_A58_A_286,533131.2608497116,0,0
CA_Los Angeles_A59_A_287,14644239.773179084,2451989.8231383194,16.74933136763729
CA_Los Angeles_A6_A_288,819782.0576193543,46662.26330496417,5.693464855249342
CA_Los Angeles_A60_A_289,1139099.9087365486,161495.5829746661,14.182385055786112
CA_Los Angeles_A7_A_290,1372714.5632149721,58540.71269634366,4.265695440074017
CA_Los Angeles_A8_A_291,2289851.483400715,582.4230116445106,0.025441227421108877
CA_Los Angeles_A9_A_292,2821914.681968939,2193.9515274711885,0.07776637476247306
CA_Los Angeles_B1_B_293,802484.7473320741,0,0
CA_Los Angeles_B10_B_294,1533138.9098660876,98.69265244738199,0.006438938422578394
CA_Los Angeles_B100_B_295,635611.3304112436,0,0
CA_Los Angeles_B101_B_296,4414511.555329405,19462.26731686946,0.4409971052458843
CA_Los Angeles_B102_B_297,832050.5139104495,0,0
CA_Los Angeles_B103_B_298,1724566.1077158516,28029.23826996237,1.6257602380448906
CA_Los Angeles_B104_B_299,1278046.373381476,0,0
CA_Los Angeles_B105_B_300,1211705.1527798767,31664.971459067543,2.6139995166408836
CA_Los Angeles_B106_B_301,631378.0551013962,0,0
CA_Los Angeles_B107_B_302,542300.9450634962,20766.82889044285,3.830553074237572
CA_Los Angeles_B108_B_303,266234.89020145027,0,0
CA_Los Angeles_B109_B_304,1219696.6086651445,19050.046510525048,1.5623320018308957
CA_Los Angeles_B11_B_305,2057587.4273925961,0,0
CA_Los Angeles_B110_B_306,1338536.3506873425,0,0
CA_Los Angeles_B111_B_307,3638624.2884320267,63666.33194425609,1.7502695371471693
CA_Los Angeles_B112_B_308,1476420.845844304,0,0
CA_Los Angeles_B113_B_309,641541.33770642,0,0
CA_Los Angeles_B114_B_310,735262.2802783735,0,0
CA_Los Angeles_B115_B_311,810999.1830667413,0,0
CA_Los Angeles_B116_B_312,264437.6546515122,4436.609651850769,1.6783176825943138
CA_Los Angeles_B117_B_313,4428768.851453116,154023.85000668152,3.478984887319397
CA_Los Angeles_B118_B_314,2564201.424868338,784389.0051571946,30.600372291104733
CA_Los Angeles_B119_B_315,611727.4405138295,0,0
CA_Los Angeles_B119_B_316,1016246.7876502759,1922.9487715708092,0.18928053620440094
CA_Los Angeles_B12_B_317,2738684.900984981,14573.86268257536,0.5322809983977803
CA_Los Angeles_B120_B_318,1602508.2060663048,15578.035825245082,0.9724089540273704
CA_Los Angeles_B121_B_319,631491.1846027843,8426.805114191025,1.3349110051560797
CA_Los Angeles_B122_B_320,749700.3623917697,1440.4209018051624,0.1921994058110597
CA_Los Angeles_B13_B_321,3147646.61334175,6873.643126562238,0.2184290747181435
CA_Los Angeles_B14_B_322,692174.5540465085,10042.671281618765,1.4512621886476884
CA_Los Angeles_B15_B_323,821140.0295237071,4789.62831189757,0.5834396331376063
CA_Los Angeles_B16_B_324,3340003.530138214,379941.3200149484,11.378296377115047
CA_Los Angeles_B17_B_325,982285.2362736692,0,0
CA_Los Angeles_B18_B_326,637646.9780441248,12463.85671748221,1.9551524785942749
CA_Los Angeles_B19_B_327,1012190.3697566347,0,0
CA_Los Angeles_B2_B_328,1085239.9153091758,0,0
CA_Los Angeles_B20_B_329,408161.1496272435,0,0
CA_Los Angeles_B21_B_330,732177.7641294613,20705.579911065288,2.828661510050738
CA_Los Angeles_B22_B_331,1032562.5953802095,60846.115508425864,5.894224063356685
CA_Los Angeles_B23_B_332,1165585.1816794218,8221.285818850622,0.7055205581996596
CA_Los Angeles_B24_B_333,861759.1566507904,0,0
CA_Los Angeles_B25_B_334,1552724.9674643683,0,0
CA_Los Angeles_B26_B_335,5173330.081618473,6686.103469736874,0.1292736594942845
CA_Los Angeles_B27_B_336,1245178.1298734427,19527.96889399737,1.568684813745007
CA_Los Angeles_B28_B_337,1308629.925996262,138698.19619793398,10.601382553441388
CA_Los Angeles_B29_B_338,1352538.3269999656,0,0
CA_Los Angeles_B3_B_339,2465276.896866712,0,0
CA_Los Angeles_B30_B_340,2243904.3502579904,17855.5000307858,0.7959373226658111
CA_Los Angeles_B31_B_341,2528856.3807088532,13813.056808656082,0.5463576003636719
CA_Los Angeles_B32_B_342,1334597.8463085967,8468.962264964357,0.6347370614545392
CA_Los Angeles_B33_B_343,1356452.5833987328,20346.16239720583,1.5003449410670762
CA_Los Angeles_B34_B_344,1558024.3334238203,12336.547524960712,0.7920167109925049
CA_Los Angeles_B35_B_345,1417564.317949669,10083.247833456844,0.7114939866237586
CA_Los Angeles_B36_B_346,2428114.837089741,0,0
CA_Los Angeles_B37_B_347,793997.0943966686,0,0
CA_Los Angeles_B38_B_348,731020.9815454336,0,0
CA_Los Angeles_B39_B_349,788411.7198481319,0,0
CA_Los Angeles_B4_B_350,615827.8023205359,25543.324631372467,4.1488805714578625
CA_Los Angeles_B40_B_351,1750102.0031167993,0,0
CA_Los Angeles_B41_B_352,989877.0679995442,0,0
CA_Los Angeles_B42_B_353,1615677.4416928743,8082.89610618446,0.5004116185650966
CA_Los Angeles_B43_B_354,872812.9768477011,0,0
CA_Los Angeles_B44_B_355,517329.52129709814,0,0
CA_Los Angeles_B45_B_356,1733721.0614020661,12145.894043143839,0.700758297831858
CA_Los Angeles_B46_B_357,2925039.4402088556,322663.17753089,11.034173786044416
CA_Los Angeles_B47_B_358,915530.5954345607,13631.271049633622,1.4893099514159256
CA_Los Angeles_B48_B_359,785594.8223800511,0,0
CA_Los Angeles_B49_B_360,642650.4831778972,0,0
CA_Los Angeles_B5_B_361,1515364.251236431,4611.034055486321,0.30436380868618856
CA_Los Angeles_B50_B_362,164383.16177211812,0,0
CA_Los Angeles_B51_B_363,2579942.158517287,5590.73546424567,0.2167610669390585
CA_Los Angeles_B52_B_364,1042650.6322564677,678.6910888743587,0.06511106200471604
CA_Los Angeles_B53_B_365,899480.4921708722,12094.922934651375,1.3450343579180668
CA_Los Angeles_B54_B_366,3025720.667518914,0,0
CA_Los Angeles_B55_B_367,1769982.602155307,0,0
CA_Los Angeles_B57_B_368,206793.64023783777,0,0
CA_Los Angeles_B58_B_369,2691161.1059633126,0,0
CA_Los Angeles_B59_B_370,728707.2404691918,603.7184904124588,0.08286994007200965
CA_Los Angeles_B6_B_371,1089018.2152730678,0,0
CA_Los Angeles_B60_B_372,573278.4122014443,10126.332775924355,1.7668527544181307
CA_Los Angeles_B61_B_373,417218.10648505035,0,0
CA_Los Angeles_B62_B_374,620285.2617906475,0,0
CA_Los Angeles_B63_B_375,829093.0524176522,295.36455606890377,0.03563495045304251
CA_Los Angeles_B64_B_376,1355595.0438529204,249536.78812568542,18.4128141270116
CA_Los Angeles_B65_B_377,471050.6893133851,0,0
CA_Los Angeles_B66_B_378,1004722.8583042631,0,0
CA_Los Angeles_B67_B_379,501015.2218697578,0,0
CA_Los Angeles_B68_B_380,497048.7361326648,15856.279628306394,3.1909174038156407
CA_Los Angeles_B69_B_381,1467437.9952796844,44003.02222998673,2.9994234550603838
CA_Los Angeles_B7_B_382,2160898.466681711,4718.734311322682,0.218425704173634
CA_Los Angeles_B70_B_383,785444.154095028,16427.12861579843,2.0919977021275518
CA_Los Angeles_B71_B_384,1041242.1158821728,0,0
CA_Los Angeles_B72_B_385,1489478.2964240084,6789.177112786099,0.45593519912640096
CA_Los Angeles_B73_B_386,723638.3592432602,0,0
CA_Los Angeles_B74_B_387,1770133.745341654,53576.96760336659,3.0275375426618796
CA_Los Angeles_B75_B_388,3175175.7087301286,8257.666181738547,0.26013953346297536
CA_Los Angeles_B76_B_389,3727332.412353705,97631.90007232325,2.6200478411841233
CA_Los Angeles_B77_B_390,1680985.7279125857,23.051141852600267,0.0013716545007185835
CA_Los Angeles_B78_B_391,1199513.2249659444,72024.425336048,6.006091988884667
CA_Los Angeles_B79_B_392,1158361.9093068766,0,0
CA_Los Angeles_B8_B_393,476005.109505618,0,0
CA_Los Angeles_B80_B_394,2022918.297748817,19779.249786524102,0.9780387970124047
CA_Los Angeles_B81_B_395,788476.3054791895,0,0
CA_Los Angeles_B82_B_396,456541.5838935299,0,0
