year,holc_grade,N_samples
2013,D,7
2014,D,11
2015,D,5
2016,D,18
2017,D,2
2018,D,5
2019,D,3
2020,D,33
2021,D,42
2022,D,18
2011,D,2
2015,D,11
2017,D,1
2018,D,32
2019,D,93
2020,D,8
2021,D,2
2022,D,2
2021,D,1
2014,D,1
2021,D,1
1983,D,5
2020,D,1
2021,D,2
2014,A,29
2015,A,79
2016,A,91
2017,A,138
2018,A,111
2019,A,124
2020,A,157
2021,A,379
2022,A,1
2014,A,6
2014,B,63
2015,B,1
2018,B,1
2019,B,28
2020,B,6
2021,B,1
1998,B,20
2001,B,7
2006,B,19
2007,B,40
2009,B,16
2012,B,192
2019,B,11
2020,B,9
2021,B,1
2019,B,2
2019,B,1
2020,B,225
2021,B,27
2017,B,1
2019,B,1
2022,B,2
2013,B,10
2014,B,14
2015,B,2
2019,B,1
2020,B,1
2019,B,2
2020,B,1
2021,B,4
2017,B,1
2018,C,3
1980,C,5
1983,C,17
1984,C,9
2010,C,1
2020,C,3
2021,C,4
1985,C,1
2002,C,16
2009,C,3
2018,C,130
2015,C,2
2019,C,1
2020,C,102
2021,C,26
2015,C,2
2004,C,1
2012,C,3
2013,C,1
2014,C,40
2017,C,3
2018,C,10
2020,C,7
2021,C,10
2021,C,1
2018,C,7
2012,C,18
2020,C,4
2020,D,2
2019,D,1
2020,D,12
2014,D,1
2017,D,1
2016,D,3
2020,D,31
2021,D,14
2011,D,2
2016,D,3
2018,D,1
2019,D,2
2020,D,1
1939,A,1
1946,A,1
1968,A,2
1980,A,2
1983,A,8
1984,A,3
1985,A,1
1990,A,1
1998,A,1
2001,A,2
2002,A,26
2003,A,15
2005,A,26
2006,A,23
2007,A,53
2008,A,22
2009,A,26
2010,A,1
2012,A,58
2013,A,65
2014,A,42
2015,A,45
2016,A,177
2017,A,641
2018,A,1049
2019,A,570
2020,A,1105
2021,A,683
2022,A,1
1968,A,1
1979,A,1
2007,A,5
2009,A,2
2011,A,9
2012,A,13
2013,A,45
2014,A,11
2015,A,40
2016,A,8
2017,A,31
2018,A,71
2019,A,69
2020,A,81
2021,A,252
2009,A,2
2013,A,20
2015,A,22
2020,A,34
2021,A,18
1999,A,1
2000,A,1
2010,A,3
2011,A,2
2012,A,59
2013,A,60
2014,A,182
2015,A,35
2016,A,72
2017,A,44
2018,A,109
2019,A,104
2020,A,199
2021,A,123
2010,A,12
2011,A,3
2012,A,2
2014,A,1
2018,A,1
2020,A,1
2021,A,8
2021,A,1
2013,A,7
2018,A,2
2019,A,3
2020,A,69
2021,A,83
2015,A,1
2016,A,29
2017,A,20
2018,A,47
2019,A,22
2020,A,13
2021,A,121
2022,A,1
2015,A,15
2016,A,191
2017,A,67
2018,A,279
2019,A,574
2020,A,179
2021,A,474
2022,A,7
2018,A,1
1968,A,1
1972,A,25
1982,A,20
1991,A,5
1992,A,13
1994,A,18
1998,A,9
2001,A,18
2002,A,154
2004,A,99
2005,A,33
2006,A,195
2007,A,322
2008,A,326
2009,A,344
2010,A,574
2011,A,998
2012,A,1526
2013,A,691
2014,A,532
2015,A,1174
2016,A,1512
2017,A,3008
2018,A,3041
2019,A,3143
2020,A,8316
2021,A,7587
2022,A,15
2008,A,1
2009,A,27
2010,A,122
2011,A,17
2012,A,9
2013,A,1
2014,A,4
2015,A,11
2016,A,3
2017,A,6
2018,A,388
2019,A,314
2020,A,288
2021,A,1059
2022,A,2
1975,A,28
1976,A,2
1977,A,1
2010,A,5
2013,A,2
2014,A,2
2015,A,3
2018,A,25
2019,A,22
2020,A,60
2021,A,136
2022,A,7
1998,A,39
1999,A,33
2000,A,26
2001,A,79
2002,A,40
2003,A,24
2005,A,32
2006,A,7
2007,A,14
2008,A,34
2009,A,61
2012,A,5
2013,A,1
2014,A,1
2015,A,78
2016,A,8
2017,A,30
2018,A,21
2019,A,4
2020,A,117
2021,A,47
2022,A,1
2015,A,3
2016,A,1
2018,A,1
2021,A,2
2011,A,9
2014,A,1
2015,A,16
2017,A,27
2018,A,1
2019,A,2
2020,A,25
2021,A,2
1944,A,1
2013,A,1
2020,A,5
2021,A,9
1941,A,1
1989,A,1
2003,A,10
2004,A,7
2007,A,157
2008,A,18
2009,A,18
2011,A,1
2012,A,3
2013,A,5
2014,A,50
2015,A,38
2016,A,203
2017,A,136
2018,A,104
2019,A,13
2020,A,826
2021,A,68
2022,A,6
2015,A,55
2016,A,1
1980,A,1
1981,A,1
1997,A,10
1999,A,8
2006,A,1
2012,A,103
2013,A,36
2014,A,3
2015,A,3
2016,A,96
2017,A,20
2018,A,25
2019,A,19
2020,A,188
2021,A,126
2022,A,3
1988,A,1
1989,A,8
2003,A,81
2004,A,7
2006,A,22
2011,A,11
2014,A,57
2016,A,26
2017,A,51
2018,A,44
2019,A,42
2020,A,228
2021,A,147
2022,A,1
2012,A,15
2019,A,1
2012,A,6
2013,A,1
2014,A,5
2015,A,6
2017,A,1
2018,A,3
2019,A,4
2021,A,54
2015,A,3
2017,A,1
2018,A,7
2019,A,3
2020,A,7
2015,A,24
2016,A,8
1941,A,1
1968,A,1
1971,A,1
1972,A,70
1981,A,14
1986,A,25
1989,A,20
1990,A,19
1991,A,9
1997,A,8
1999,A,1
2000,A,3
2003,A,57
2006,A,14
2007,A,248
2010,A,1033
2011,A,990
2012,A,1130
2013,A,605
2014,A,433
2015,A,582
2016,A,712
2017,A,545
2018,A,270
2019,A,178
2020,A,759
2021,A,1616
2020,A,1
2016,A,3
2017,A,11
2018,A,7
2019,A,35
2020,A,30
2021,A,4
2010,A,7
2012,A,37
2013,A,82
2015,A,30
2017,A,4
2018,A,10
2020,A,24
2021,A,54
2014,A,8
2015,A,15
2016,A,13
1999,A,13
2000,A,39
2001,A,60
2002,A,174
2003,A,76
2007,A,9
2009,A,10
2012,A,1
2016,A,7
2018,A,2
2020,A,16
2021,A,5
2006,A,16
2007,A,27
2008,A,22
2009,A,37
2010,A,18
2015,A,12
2016,A,18
2018,A,1
2019,A,16
2020,A,26
2021,A,2
2012,A,13
2013,A,21
2014,A,12
2017,A,6
2018,A,18
2020,A,68
2021,A,15
2022,A,1
1999,A,1
2014,A,15
2015,A,1
2016,A,4
2017,A,3
2019,A,4
2020,A,13
2021,A,21
1998,B,43
1999,B,61
2000,B,62
2001,B,133
2002,B,160
2003,B,64
2004,B,15
2005,B,80
2006,B,37
2007,B,175
2008,B,85
2009,B,83
2010,B,45
2011,B,39
2012,B,69
2013,B,88
2014,B,169
2015,B,82
2016,B,254
2017,B,803
2018,B,1489
2019,B,635
2020,B,1585
2021,B,2013
2022,B,3
2016,B,1
2018,B,2
2020,B,1
2021,B,3
2014,B,14
2017,B,7
2018,B,1
2019,B,31
2020,B,71
2021,B,38
1941,B,1
1945,B,1
1967,B,1
1981,B,1
2001,B,1
2002,B,1
2004,B,2
2005,B,14
2007,B,7
2008,B,40
2013,B,67
2014,B,1
2015,B,43
2016,B,1
2017,B,2
2018,B,4
2019,B,18
2020,B,184
2021,B,110
2011,B,2
2016,B,2
2018,B,4
2020,B,3
1944,B,1
2002,B,19
2010,B,6
2011,B,122
2012,B,46
2013,B,230
2014,B,308
2015,B,315
2016,B,528
2017,B,219
2018,B,166
2019,B,176
2020,B,445
2021,B,213
2022,B,1
2008,B,6
2015,B,4
2018,B,30
2019,B,50
2020,B,25
2021,B,67
2012,B,92
2013,B,1
2014,B,6
2015,B,43
2018,B,48
2019,B,56
2020,B,21
2021,B,144
2017,B,2
2021,B,5
2016,B,1
2017,B,1
2018,B,1
2021,B,1
2011,B,2
2019,B,49
1936,B,1
1940,B,1
1966,B,1
1980,B,1
1981,B,12
1982,B,33
1990,B,4
1991,B,2
1993,B,1
1998,B,1
2000,B,33
2002,B,22
2003,B,11
2004,B,21
2005,B,47
2006,B,17
2007,B,59
2008,B,11
2009,B,11
2010,B,1
2011,B,14
2012,B,1
2013,B,22
2014,B,4
2015,B,17
2016,B,3
2017,B,4
2018,B,6
2019,B,30
2020,B,59
2021,B,31
2022,B,21
1948,B,1
1984,B,1
2021,B,4
2022,B,5
1936,B,1
2006,B,3
2013,B,38
2017,B,1
2018,B,1
2020,B,3
2021,B,7
2015,B,10
2016,B,8
2021,B,1
1998,B,57
1999,B,37
2000,B,64
2001,B,15
2002,B,8
2005,B,9
2006,B,5
2007,B,24
2008,B,15
2010,B,1
2012,B,10
2013,B,1
2014,B,3
2015,B,1
2016,B,8
2018,B,1
2019,B,16
2020,B,3
2021,B,17
2004,B,1
2010,B,3
2011,B,1
2012,B,27
2013,B,133
2014,B,62
2015,B,40
2016,B,58
2017,B,68
2018,B,35
2019,B,26
2020,B,126
2021,B,110
2022,B,1
2013,B,11
2014,B,23
2015,B,70
2016,B,154
2017,B,77
2018,B,71
2019,B,44
2020,B,5
2021,B,6
1998,B,8
1999,B,137
2000,B,53
2001,B,29
2002,B,81
2003,B,73
2004,B,35
2005,B,20
2006,B,75
2007,B,21
2008,B,64
2009,B,10
2016,B,1
2018,B,6
2019,B,3
2021,B,87
2015,B,1
2016,B,1
2018,B,2
2019,B,1
2021,B,1
2020,B,7
2021,B,41
2022,B,3
2009,B,1
2013,B,1
2014,B,5
2017,B,26
2018,B,94
2019,B,1
2020,B,27
2021,B,52
2022,B,4
2016,B,2
2017,B,1
2020,B,5
2022,B,1
2018,B,1
2021,B,359
2022,B,2
2018,B,1
2022,B,1
2016,B,1
2019,B,1
2020,B,2
2011,B,4
2014,B,3
2017,B,1
2018,B,5
2019,B,1
2020,B,19
2021,B,4
1975,B,1
1976,B,1
1977,B,2
1979,B,9
1987,B,3
2009,B,25
2010,B,100
2011,B,187
2012,B,564
2013,B,422
2014,B,160
2015,B,31
2016,B,69
2017,B,28
2018,B,187
2019,B,50
2020,B,650
2021,B,1768
2022,B,6
1990,B,6
1994,B,1
2002,B,1
2003,B,1
2004,B,16
2005,B,29
2006,B,84
2008,B,3
2009,B,7
2011,B,17
2012,B,8
2013,B,30
2014,B,3
2015,B,22
2016,B,71
2017,B,30
2018,B,28
2019,B,223
2020,B,525
2021,B,680
2022,B,5
1936,B,2
1944,B,1
1976,B,1
1981,B,34
1998,B,4
1999,B,4
2001,B,4
2003,B,1
2004,B,15
2005,B,17
2006,B,58
2007,B,96
2008,B,148
2009,B,100
2010,B,313
2011,B,975
2012,B,1520
2013,B,895
2014,B,698
2015,B,949
2016,B,722
2017,B,1269
2018,B,553
2019,B,766
2020,B,5798
2021,B,3919
2022,B,5
2004,B,9
2010,B,8
2012,B,1
2013,B,14
2014,B,1
2015,B,36
2016,B,18
2017,B,60
2018,B,107
2019,B,85
2020,B,39
2021,B,30
1998,B,20
1999,B,108
2000,B,94
2001,B,4
2002,B,114
2003,B,87
2004,B,7
2005,B,50
2006,B,8
2007,B,71
2008,B,38
2009,B,88
2010,B,6
2012,B,7
2013,B,145
2014,B,61
2015,B,31
2016,B,29
2017,B,5
2018,B,37
2019,B,62
2020,B,103
2021,B,78
1998,B,24
1999,B,123
2000,B,87
2001,B,137
2002,B,99
2003,B,163
2004,B,57
2005,B,98
2006,B,52
2007,B,171
2008,B,75
2009,B,61
2011,B,1
2012,B,4
2014,B,1
2015,B,3
2016,B,1
2017,B,5
2018,B,2
2019,B,20
2020,B,8
2021,B,37
1965,B,1
1971,B,1
1982,B,12
2003,B,14
2013,B,72
2014,B,47
2016,B,84
2017,B,12
2018,B,992
2019,B,308
2020,B,944
2021,B,1002
2022,B,7
1998,B,14
1999,B,35
2000,B,96
2001,B,66
2002,B,82
2003,B,114
2004,B,7
2005,B,26
2006,B,78
2007,B,158
2008,B,96
2009,B,187
2016,B,161
2017,B,180
2018,B,26
2019,B,91
2020,B,22
2021,B,12
2022,B,1
1968,B,1
2019,B,1
1963,B,6
1964,B,7
1967,B,1
1979,B,2
1996,B,8
2013,B,3
2016,B,13
2017,B,2
2018,B,18
2019,B,3
2020,B,103
2021,B,36
2015,B,10
2017,B,20
2018,B,6
2019,B,232
2020,B,42
2021,B,286
2014,B,17
2015,B,36
2016,B,17
2017,B,12
2019,B,12
2020,B,123
2021,B,157
2011,B,9
2014,B,32
2016,B,13
2018,B,10
2019,B,20
2020,B,32
2021,B,14
2016,B,2
2019,B,2
2020,B,2
2006,B,1
2007,B,11
2008,B,171
2009,B,831
2010,B,734
2011,B,689
2012,B,875
2013,B,430
2014,B,265
2015,B,98
2016,B,89
2017,B,209
2018,B,169
2019,B,245
2020,B,479
2021,B,157
1998,B,8
2003,B,35
2006,B,2
2008,B,44
2020,B,1
2020,B,2
2021,B,6
2014,B,3
2020,B,60
1977,B,207
1978,B,197
1979,B,199
1980,B,259
1981,B,328
1982,B,203
1983,B,275
1984,B,275
1985,B,301
1986,B,369
1987,B,258
1988,B,313
1989,B,345
1990,B,174
1992,B,305
1993,B,296
1994,B,284
1995,B,303
1996,B,338
1998,B,299
1999,B,1
2000,B,17
2001,B,16
2003,B,11
2004,B,27
2005,B,15
2006,B,132
2007,B,117
2008,B,87
2009,B,255
2010,B,339
2011,B,644
2012,B,974
2013,B,1497
2014,B,999
2015,B,1932
2016,B,2479
2017,B,2211
2018,B,1974
2019,B,2208
2020,B,1897
2021,B,1907
2014,B,5
2021,B,4
2005,B,1
2006,B,14
2008,B,1
2009,B,40
2011,B,1
2014,B,3
2015,B,2
2017,B,5
2018,B,8
2019,B,24
2020,B,98
2021,B,83
2022,B,1
1997,B,39
1998,B,54
1999,B,10
2001,B,1
2012,B,60
2014,B,3
2015,B,2
2020,B,1
2021,B,6
2013,B,3
2016,B,4
2017,B,3
2018,B,66
2019,B,3
2020,B,114
2021,B,146
2013,B,2
2015,B,7
2016,B,6
2017,B,16
2018,B,3
2019,B,8
2020,B,27
2021,B,21
1976,C,1
1977,C,1
1998,C,2
2003,C,6
2006,C,4
2008,C,40
2009,C,2
2010,C,2
2011,C,2
2012,C,18
2013,C,18
2015,C,17
2016,C,40
2017,C,105
2018,C,619
2019,C,191
2020,C,305
2021,C,96
2022,C,2
1998,C,2
2017,C,1
2018,C,1
2020,C,3
2021,C,1
2008,C,2
2009,C,3
2010,C,10
2011,C,1
2012,C,2
2013,C,3
2014,C,2
2015,C,1
2016,C,7
2018,C,1
2019,C,3
2020,C,12
2021,C,4
2011,C,1
2012,C,2
2013,C,6
2014,C,7
2016,C,24
2017,C,20
2018,C,8
2019,C,3
2020,C,29
2021,C,82
2006,C,2
2007,C,3
2009,C,5
2010,C,2
2011,C,1
2012,C,8
2013,C,8
2015,C,3
2016,C,40
2017,C,11
2018,C,3
2019,C,3
2020,C,5
2021,C,7
2022,C,2
1970,C,2
2004,C,7
2005,C,23
2006,C,3
2007,C,25
2011,C,22
2014,C,17
2015,C,5
2016,C,6
2017,C,2
2020,C,3
2021,C,7
2022,C,1
2012,C,28
2013,C,743
2014,C,133
2015,C,50
2016,C,141
2017,C,147
2018,C,137
2019,C,109
2020,C,887
2021,C,257
2022,C,2
2006,C,1
2016,C,13
2017,C,50
2018,C,100
2019,C,40
2020,C,3484
2021,C,4139
2019,C,1
2020,C,22
2021,C,14
1998,C,14
1999,C,83
2000,C,34
2001,C,90
2003,C,76
2005,C,60
2006,C,16
2008,C,22
2009,C,29
2010,C,1
2011,C,6
2014,C,1
2016,C,1
2018,C,6
2019,C,13
2020,C,4
2021,C,1
2012,C,692
2013,C,954
2014,C,145
2015,C,461
2016,C,169
2017,C,535
2018,C,406
2019,C,45
2020,C,133
2021,C,67
2006,C,32
2008,C,1
2011,C,16
2013,C,14
2014,C,111
2015,C,73
2016,C,9
2018,C,40
2019,C,37
2020,C,23
2021,C,57
1993,C,1
1998,C,2
1999,C,22
2005,C,12
2006,C,1
2008,C,9
2009,C,14
2010,C,2
2012,C,13
2015,C,3
2016,C,4
2017,C,22
2018,C,17
2019,C,64
2020,C,37
2021,C,47
2022,C,2
2005,C,2
2013,C,6
2016,C,1
2017,C,18
2018,C,13
2019,C,16
2020,C,68
2021,C,7
1944,C,1
2011,C,4
2019,C,1
2021,C,3
2005,C,2
2012,C,7
2013,C,10
2014,C,8
2015,C,20
2016,C,8
2017,C,12
2018,C,5
2019,C,27
2020,C,28
2021,C,11
2017,C,19
2019,C,24
2020,C,55
2021,C,179
2022,C,1
2019,C,1
2020,C,1
2021,C,2
1998,C,32
1999,C,48
2000,C,45
2001,C,30
2002,C,12
2003,C,4
2004,C,9
2016,C,40
2017,C,1
2018,C,2
2019,C,7
2020,C,22
2021,C,19
2022,C,7
2004,C,7
2014,C,1
2018,C,9
2019,C,4
2020,C,13
2021,C,17
2022,C,1
1945,C,1
1987,C,2
1992,C,1
1994,C,1
2000,C,2
2005,C,14
2006,C,128
2007,C,49
2009,C,27
2013,C,31
2014,C,136
2015,C,116
2016,C,7
2017,C,4
2018,C,10
2019,C,17
2020,C,347
2021,C,322
2022,C,1
1998,C,10
1999,C,75
2000,C,69
2001,C,37
2002,C,20
2003,C,56
2004,C,42
2005,C,63
2006,C,36
2007,C,65
2009,C,41
2011,C,53
2012,C,1
2013,C,27
2014,C,16
2015,C,11
2016,C,7
2017,C,9
2018,C,3
2019,C,7
2020,C,48
2021,C,8
1944,C,1
1992,C,1
2004,C,11
2005,C,14
2008,C,14
2010,C,32
2011,C,60
2012,C,352
2013,C,697
2014,C,1454
2015,C,662
2016,C,696
2017,C,686
2018,C,692
2019,C,438
2020,C,741
2021,C,1020
2022,C,5
2005,C,6
2007,C,8
2008,C,6
2009,C,25
2010,C,8
2011,C,21
2012,C,43
2013,C,8
2014,C,181
2015,C,57
2016,C,75
2017,C,216
2018,C,813
2019,C,30
2020,C,295
2021,C,99
2022,C,5
1996,C,14
2005,C,1
2006,C,23
2007,C,5
2008,C,1
2009,C,76
2013,C,12
2015,C,1
2016,C,1
2018,C,5
2019,C,1
2020,C,1
2021,C,6
2018,C,33
2019,C,48
2020,C,14
2021,C,17
2022,C,12
2012,C,2
2018,C,8
2019,C,74
2020,C,165
2021,C,150
2022,C,13
2013,C,1
2017,C,3
2019,C,1
2020,C,4
2021,C,1
1937,C,6
1998,C,86
1999,C,123
2000,C,85
2001,C,103
2002,C,63
2003,C,55
2004,C,21
2006,C,8
2008,C,43
2009,C,53
2012,C,30
2013,C,6
2014,C,26
2015,C,30
2016,C,1
2018,C,63
2019,C,1
2020,C,4
2022,C,2
2017,C,43
2018,C,4
2019,C,33
2020,C,41
2021,C,52
2013,C,2
2016,C,2
2017,C,1
2018,C,20
2020,C,4
2021,C,14
2018,C,1
1982,C,1
2001,C,39
2002,C,21
2003,C,8
2008,C,1
2012,C,1
2014,C,6
2015,C,7
2019,C,23
2020,C,30
2021,C,39
2014,C,2
2015,C,1
2018,C,1
2019,C,46
2020,C,2
2021,C,10
2022,C,1
1993,C,3
2004,C,7
2005,C,16
2008,C,4
2009,C,18
2012,C,5
2013,C,6
2014,C,20
2015,C,65
2016,C,375
2017,C,313
2018,C,584
2019,C,1203
2020,C,3144
2021,C,1680
2022,C,4
2003,C,19
2004,C,19
2015,C,1
2018,C,2
2019,C,1
2020,C,1
2016,C,1
2018,C,4
2020,C,1
2019,C,1
2017,C,3
2018,C,1
2016,C,27
2018,C,34
2020,C,10
2021,C,2
2022,C,1
2018,C,1
2020,C,1
2021,C,5
2022,C,2
2004,C,4
2006,C,3
2007,C,1
2008,C,2
2009,C,2
2010,C,64
2011,C,87
2012,C,520
2013,C,434
2014,C,224
2015,C,85
2016,C,66
2017,C,6
2018,C,1
2019,C,18
2020,C,16
2021,C,20
2019,C,1
2019,C,7
2020,C,7
2021,C,15
2011,C,6
2012,C,68
2013,C,1
2014,C,1
2015,C,3
2016,C,2
2019,C,1
2021,C,3
2011,C,2
2012,C,4
2013,C,2
2014,C,1
2016,C,12
2017,C,2
2019,C,1
2020,C,13
2021,C,2
2022,C,3
2000,C,19
2001,C,8
2002,C,51
2003,C,22
2004,C,11
2007,C,59
2008,C,19
2009,C,51
2010,C,2
2012,C,19
2013,C,9
2014,C,2
2015,C,1269
2016,C,1235
2017,C,1238
2018,C,381
2019,C,559
2020,C,765
2021,C,422
2022,C,3
2019,C,1
2021,C,1
2020,C,1
2019,C,1
2020,C,1
2020,C,2
1977,C,1
2003,C,28
2005,C,32
2006,C,39
2007,C,41
2008,C,39
2009,C,50
2010,C,1
2014,C,22
2015,C,7
2016,C,18
2017,C,22
2018,C,1
2020,C,1
2013,C,1
2015,C,1
2016,C,1
2017,C,8
2018,C,1
2019,C,2
2020,C,13
2021,C,117
2011,C,10
2012,C,13
2013,C,1
2014,C,14
2015,C,2
2016,C,12
2017,C,10
2018,C,7
2019,C,12
2020,C,47
2021,C,97
2022,C,1
1943,C,18
2003,C,3
2004,C,32
2005,C,55
2006,C,20
2009,C,6
2012,C,1
2013,C,12
2014,C,1
2015,C,31
2016,C,49
2017,C,33
2018,C,9
2019,C,3
2020,C,5
2021,C,27
2022,C,1
2005,C,1
2006,C,88
2007,C,24
2008,C,4
2009,C,28
2010,C,4
2012,C,25
2013,C,7
2014,C,185
2015,C,400
2016,C,163
2017,C,264
2018,C,407
2019,C,273
2020,C,1279
2021,C,1725
2022,C,5
2000,C,1
2012,C,1
2013,C,24
2016,C,2
2017,C,2
2018,C,1
2019,C,1
2020,C,33
2021,C,2
2022,C,2
2015,C,40
2018,C,1
2020,C,9
2021,C,8
2006,C,1
2014,C,6
2020,C,1
2013,C,11
2015,C,26
2017,C,1
2020,C,2
1974,C,1
1978,C,5
1979,C,8
1980,C,4
1981,C,1
1983,C,1
1987,C,27
1988,C,1
1997,C,366
1999,C,7
2000,C,16
2001,C,16
2003,C,13
2005,C,9
2006,C,7
2007,C,9
2008,C,16
2009,C,134
2010,C,580
2011,C,1031
2012,C,2168
2013,C,3034
2014,C,2207
2015,C,1878
2016,C,2465
2017,C,1357
2018,C,1596
2019,C,916
2020,C,800
2021,C,2451
2022,C,11
1999,C,7
2000,C,6
2022,C,1
2020,C,12
2021,C,6
2011,C,1
2013,C,1
2017,C,3
2018,C,5
2019,C,1
2020,C,3
2021,C,18
1980,C,2
2005,C,17
2006,C,8
2007,C,24
2008,C,86
2009,C,112
2013,C,1
2014,C,6
2016,C,7
2017,C,5
2018,C,58
2019,C,2
2020,C,247
2021,C,4
2020,C,42
2010,C,6
2011,C,3
2013,C,4
2015,C,4
2016,C,18
2017,C,29
2018,C,90
2019,C,52
2020,C,35
2021,C,1068
2015,C,21
2016,C,52
2017,C,40
2018,C,7
2019,C,9
2020,C,7
2021,C,15
1942,C,1
1976,C,17
1978,C,38
1979,C,3
1998,C,69
1999,C,132
2000,C,221
2001,C,154
2002,C,131
2003,C,386
2004,C,77
2005,C,197
2006,C,133
2007,C,140
2008,C,282
2009,C,138
2010,C,11
2011,C,5
2012,C,5
2013,C,21
2014,C,39
2015,C,17
2016,C,33
2017,C,21
2018,C,54
2019,C,37
2020,C,102
2021,C,230
2022,C,1
1978,C,1
1983,C,1
1984,C,3
1998,C,5
1999,C,77
2000,C,7
2001,C,108
2002,C,43
2003,C,92
2005,C,193
2006,C,39
2007,C,133
2008,C,42
2009,C,28
2011,C,1
2015,C,1
2016,C,1
2017,C,2
2018,C,1
2020,C,7
2021,C,11
2022,C,1
1991,C,1
2014,C,1
2015,C,6
2016,C,4
2017,C,1
2018,C,141
2019,C,72
2020,C,75
2021,C,26
2022,C,1
1998,C,49
1999,C,108
2000,C,67
2001,C,46
2002,C,79
2003,C,117
2005,C,63
2006,C,32
2007,C,42
2008,C,56
2009,C,1
2010,C,6
2011,C,3
2013,C,6
2014,C,11
2015,C,2
2016,C,100
2017,C,154
2018,C,133
2019,C,116
2020,C,197
2021,C,321
2022,C,5
2013,C,6
2018,C,5
2019,C,48
2020,C,12
2021,C,32
2012,D,1
2013,D,37
2014,D,16
2017,D,8
2018,D,31
2019,D,25
2020,D,71
2021,D,59
2019,D,1
2016,D,1
2020,D,1
2018,D,2
2021,D,8
2003,D,2
2010,D,42
2012,D,9
2019,D,1
2020,D,12
2021,D,3
2008,D,2
2011,D,1
2016,D,1
2017,D,34
2018,D,75
2020,D,18
2012,D,3
2013,D,9
2015,D,6
2016,D,5
2017,D,2
2020,D,13
2021,D,5
2012,D,1
2021,D,23
2022,D,1
2003,D,5
2011,D,3
2012,D,13
2013,D,2
2014,D,2
2015,D,3
2016,D,5
2017,D,24
2018,D,5
2019,D,15
2020,D,6
2021,D,32
2022,D,2
2000,D,1
2007,D,1
2009,D,1
2011,D,44
2012,D,9
2014,D,5
2015,D,4
2016,D,9
2017,D,11
2018,D,4
2019,D,18
2020,D,4
2021,D,16
2022,D,5
2015,D,1
2019,D,1
2021,D,2
1981,D,1
1999,D,1
2003,D,18
2004,D,9
2006,D,5
2007,D,2
2010,D,1
2011,D,40
2012,D,3
2013,D,10
2014,D,102
2015,D,10
2016,D,19
2017,D,6
2018,D,10
2019,D,38
2020,D,43
2021,D,61
1936,D,1
1943,D,3
1944,D,13
1969,D,1
2012,D,3
2013,D,1
2014,D,1
2015,D,5
2017,D,5
2018,D,12
2019,D,5
2020,D,14
2021,D,16
2022,D,1
1998,D,1
2006,D,1
2013,D,3
2014,D,13
2015,D,8
2016,D,9
2017,D,4
2018,D,6
2019,D,18
2020,D,351
2021,D,650
2022,D,1
1981,D,1
1998,D,26
2000,D,10
2005,D,1
2012,D,16
2014,D,32
2015,D,7
2017,D,1
2018,D,151
2019,D,1
2020,D,10
2021,D,12
2022,D,1
2012,D,1
2016,D,5
2018,D,3
2021,D,1
2002,D,1
2016,D,1
2017,D,2
2019,D,1
2020,D,2
2021,D,1
2011,D,5
2012,D,4
2013,D,2
2014,D,27
2015,D,2
2016,D,4
2017,D,4
2018,D,10
2019,D,35
2020,D,13
2021,D,4
2015,D,7
2017,D,4
2018,D,5
2019,D,2
2020,D,6
2018,D,93
2021,D,1
1936,D,1
2001,D,1
2002,D,2
2004,D,2
2005,D,1
2006,D,6
2007,D,1
2008,D,1
2011,D,1
2013,D,1
2016,D,69
2017,D,38
2018,D,14
2019,D,1
2020,D,17
2021,D,4
2019,D,2
2020,D,1
2022,D,1
2006,D,6
2011,D,2
2012,D,4
2013,D,2
2014,D,3
2015,D,26
2016,D,132
2017,D,84
2018,D,79
2019,D,51
2020,D,55
2021,D,131
2022,D,9
2007,D,3
2010,D,1
2012,D,1
2013,D,5
2014,D,6
2015,D,12
2016,D,12
2017,D,48
2018,D,17
2019,D,44
2020,D,83
2021,D,88
2022,D,1
2016,D,2
2018,D,1
2019,D,1
2020,D,2
2016,D,1
2017,D,1
2018,D,1
2020,D,2
2021,D,1
2022,D,1
2018,D,1
2020,D,1
2022,D,1
2012,A,8
2013,A,24
2014,A,1
2015,A,16
2016,A,45
2017,A,119
2018,A,38
2019,A,26
2020,A,157
2021,A,45
2022,A,1
2012,A,72
2013,A,1
2014,A,17
2015,A,20
2016,A,3
2018,A,13
2019,A,56
2020,A,449
2021,A,156
2022,A,1
2006,A,8
2012,A,21
2013,A,1
2014,A,25
2015,A,6
2016,A,107
2018,A,8
2019,A,38
2020,A,43
2021,A,136
2022,A,2
1969,A,1
1998,A,71
1999,A,33
2000,A,45
2001,A,63
2002,A,131
2003,A,30
2004,A,10
2005,A,23
2006,A,24
2007,A,78
2008,A,55
2009,A,34
2010,A,18
2011,A,136
2012,A,94
2013,A,101
2014,A,70
2015,A,111
2016,A,29
2017,A,115
2018,A,98
2019,A,1953
2020,A,1440
2021,A,1069
2022,A,1
2004,A,1
2006,A,1
2017,A,10
2019,A,10
2020,A,2
2021,A,9
2022,A,1
2019,A,13
2020,A,64
2021,A,52
2004,A,9
2010,A,11
2020,A,3
2021,A,6
2022,A,1
1952,A,1
1953,A,1
1954,A,3
1955,A,2
1963,A,1
1965,A,3
1967,A,1
1971,A,3
1976,A,6
1982,A,9
1987,A,1
1988,A,2
1992,A,2
1997,A,4
2000,A,7
2001,A,6
2005,A,22
2006,A,96
